,wellbore,md,kh_kl,kv_kl,well_id,phi_best,clean_litho,grain_density,grain_size,sorting,cement
10389,33_9-A22,3697.5,441,97.6,709,27.8,sandstone,2.69,fine grained,well sorted,well cemented
10390,33_9-A22,3704.5,3491,266,709,30.1,sandstone,2.65,fine grained,well sorted,well cemented
10391,33_9-A22,3704.8,4289,5004,709,30.1,sandstone,2.64,fine grained,well sorted,well cemented
10392,33_9-A22,3705.1,7018,6117,709,31.2,sandstone,2.64,fine grained medium grained,well sorted,fair cemented
10393,33_9-A22,3705.4,3467,3307,709,30.7,sandstone,2.65,fine grained medium grained,well sorted,well cemented
10394,33_9-A22,3705.7,5712,5514,709,31.6,sandstone,2.64,fine grained medium grained,well sorted,well cemented
10395,33_9-A22,3706,3445,3249,709,30.7,sandstone,2.66,fine grained medium grained,well sorted,well cemented
10396,33_9-A22,3706.3,3473,3132,709,30.8,sandstone,2.65,fine grained medium grained,well sorted,well cemented
10397,33_9-A22,3706.6,3484,4059,709,30.8,sandstone,2.65,fine grained medium grained,well sorted,well cemented
10398,33_9-A22,3706.9,3514,3921,709,31.3,sandstone,2.65,fine grained medium grained,well sorted,well cemented
10399,33_9-A22,3707.2,5996,5043,709,32.2,sandstone,2.64,fine grained medium grained,well sorted,well cemented
10400,33_9-A22,3707.5,4845,5771,709,31.8,sandstone,2.64,fine grained medium grained,well sorted,well cemented
10401,33_9-A22,3707.8,2205,3585,709,31.2,sandstone,2.65,fine grained medium grained,well sorted,well cemented
10402,33_9-A22,3708.1,2502,3554,709,29.4,sandstone,2.66,fine grained medium grained,well sorted,well cemented
10403,33_9-A22,3708.4,1071,1052,709,26.1,sandstone,2.66,fine grained,well sorted,very well cemented
10404,33_9-A22,3709.3,566,23.6,709,23.5,sandstone,2.66,fine grained,well sorted,very well cemented
10405,33_9-A22,3711.6,554,11.3,709,29.1,sandstone,2.66,fine grained,well sorted,very well cemented
10406,33_9-A22,3718.6,0.44,0.23,709,18.3,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
10407,33_9-A22,3718.9,0.52,0.48,709,20.8,sandstone,2.66,very fine grained fine grained,well sorted,well cemented
10408,33_9-A22,3720.4,19.2,0.1,709,19.4,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10409,33_9-A22,3720.7,15.8,0.06,709,18.8,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10410,33_9-A22,3721,29.3,0.31,709,20.7,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
10411,33_9-A22,3721.3,85.8,2.8,709,24.7,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
10412,33_9-A22,3721.6,27.7,0.97,709,22.3,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10413,33_9-A22,3721.9,20.2,0.29,709,21.9,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10414,33_9-A22,3727.2,226,30.5,709,27.3,sandstone,2.66,fine grained,fair sorted,well cemented
10415,33_9-A22,3727.5,172,43.4,709,28.2,sandstone,2.66,very fine grained,well sorted,well cemented
10416,33_9-A22,3727.8,180,128,709,29,sandstone,2.66,fine grained,well sorted,well cemented
10417,33_9-A22,3728.3,138,2.3,709,28.6,sandstone,2.66,very fine grained,well sorted,well cemented
10418,33_9-A22,3728.6,121,20.7,709,27.7,sandstone,2.66,very fine grained,well sorted,well cemented
10419,33_9-A22,3728.9,2.5,0.01,709,17.8,sandstone,2.65,very fine grained,well sorted,well cemented
10420,33_9-A22,3729.2,23.3,112,709,24.3,sandstone,2.66,very fine grained,well sorted,well cemented
10421,33_9-A22,3729.5,0.06,251,709,12.1,sandstone,2.64,very fine grained,well sorted,very well cemented
10422,33_9-A22,3731.3,3.1,0.21,709,20.3,sandstone,2.65,very fine grained,well sorted,well cemented
10423,33_9-A22,3731.6,94.5,0.31,709,26.9,sandstone,2.66,fine grained,well sorted,well cemented
10424,33_9-A22,3731.9,269,411,709,30.4,sandstone,2.67,fine grained,well sorted,well cemented
10425,33_9-A22,3732.2,56.2,52,709,28.7,sandstone,2.66,fine grained,well sorted,well cemented
10426,33_9-A22,3737.6,379,340,709,25.8,sandstone,2.65,fine grained,well sorted,well cemented
10427,33_9-A22,3737.9,277,247,709,28.4,sandstone,2.66,fine grained,well sorted,well cemented
10428,33_9-A22,3738.2,28.2,51.4,709,27.7,sandstone,2.66,very fine grained,well sorted,well cemented
10429,33_9-A22,3738.5,10.3,0.29,709,22.4,sandstone,2.66,very fine grained,well sorted,well cemented
10430,33_9-A22,3738.8,0.03,0.01,709,8.3,sandstone,2.62,very fine grained,well sorted,very well cemented
10431,33_9-A22,3741.1,0.12,2.2,709,13,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
10432,33_9-A22,3741.4,0.01,0.05,709,6.6,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
10433,33_9-A22,3741.7,0.03,0.34,709,8.7,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
10434,33_9-A22,3742,5.3,0.15,709,20.3,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
10435,33_9-A22,3742.3,92.9,0.37,709,22.9,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
10436,33_9-A22,3742.6,0.29,2.9,709,21.1,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
10437,33_9-A22,3744.1,0.15,0.01,709,12.1,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
10438,33_9-A22,3744.4,0.43,0.01,709,18.7,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
10439,33_9-A22,3744.7,0.83,0.07,709,18.6,sandstone,2.73,very fine grained fine grained,well sorted,very well cemented
10440,33_9-A22,3745,0.55,0.03,709,17.5,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
10441,33_9-A22,3745.6,1315,919,709,29,sandstone,2.65,fine grained,very well sorted,well cemented
10442,33_9-A22,3745.9,540,521,709,30.5,sandstone,2.64,fine grained,very well sorted,well cemented
10443,33_9-A22,3746.2,423,816,709,29.7,sandstone,2.64,fine grained,very well sorted,well cemented
10444,33_9-A22,3746.5,96.2,64.9,709,26,sandstone,2.66,very fine grained,very well sorted,very well cemented
10445,33_9-A22,3746.8,145,160,709,26.9,sandstone,2.66,very fine grained,very well sorted,very well cemented
10446,33_9-A22,3747.1,495,313,709,28.4,sandstone,2.66,fine grained,very well sorted,well cemented
10447,33_9-A22,3747.4,110,136,709,26,sandstone,2.66,fine grained,very well sorted,very well cemented
10448,33_9-A22,3749.5,0.04,0.05,709,7.3,sandstone,2.63,very fine grained fine grained,poorly sorted,very well cemented
10449,33_9-A22,3749.8,0.09,0.07,709,9,sandstone,2.63,very fine grained fine grained,poorly sorted,very well cemented
10450,33_9-A22,3750.7,303,414,709,22.3,sandstone,2.66,medium grained,poorly sorted,well cemented
10451,33_9-A22,3751,8718,611,709,26.3,sandstone,2.66,medium coarse grained,poorly sorted,well cemented
10452,33_9-A22,3751.3,4965,1461,709,27.3,sandstone,2.66,medium coarse grained,poorly sorted,fair cemented
10453,33_9-A22,3751.6,210,855,709,25.8,sandstone,2.63,fine grained,poorly sorted,fair cemented
10454,33_9-A22,3752.3,714,614,709,27.3,sandstone,2.66,fine grained,well sorted,well cemented
10455,33_9-A22,3752.6,451,532,709,29.3,sandstone,2.66,fine grained,well sorted,well cemented
10456,33_9-A22,3752.9,574,1441,709,27.5,sandstone,2.66,fine grained,well sorted,well cemented
10457,33_9-A22,3753.5,501,278,709,26,sandstone,2.66,fine grained,well sorted,well cemented
10458,33_9-A22,3754.9,20.2,46.4,709,21.8,sandstone,2.68,very fine grained,well sorted,well cemented
10459,33_9-A22,3755.2,7.2,26.3,709,24.1,sandstone,2.67,very fine grained,well sorted,well cemented
10460,33_9-A22,3762.3,0.25,0.04,709,14.1,sandstone,2.75,very fine grained fine grained,well sorted,very well cemented
10461,33_9-A22,3762.6,1.1,0.12,709,16.4,sandstone,2.72,very fine grained fine grained,well sorted,very well cemented
10462,33_9-A22,3762.9,2.3,0.18,709,18.4,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
10463,33_9-A22,3763.2,16.3,2.5,709,20.3,sandstone,2.7,very fine grained fine grained,well sorted,very well cemented
10464,33_9-A22,3763.5,23.3,0.65,709,21.2,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
10465,33_9-A22,3763.8,2.8,0.06,709,16.5,sandstone,2.7,very fine grained fine grained,well sorted,very well cemented
10466,33_9-A22,3764.1,0.42,0.04,709,13.8,sandstone,2.71,very fine grained fine grained,well sorted,very well cemented
10467,33_9-A22,3764.4,2.2,0.05,709,18.3,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
10468,33_9-A22,3764.7,0.15,0.05,709,12.9,sandstone,2.75,very fine grained fine grained,well sorted,very well cemented
10469,33_9-A22,3765,586,793,709,22.4,sandstone,2.64,fine grained medium grained,well sorted,well cemented
10470,33_9-A22,3766.1,0.35,0.05,709,14,sandstone,2.72,very fine grained fine grained,well sorted,very well cemented
10471,33_9-A22,3766.4,0.29,0.04,709,15.1,sandstone,2.7,very fine grained fine grained,well sorted,very well cemented
10472,33_9-A22,3766.7,0.27,0.09,709,15.3,sandstone,2.72,very fine grained fine grained,well sorted,very well cemented
10473,34_10-14,1912.55,648,616,95,37.8,sandstone,2.73,fine grained,well sorted,very poorly cemented
10474,34_10-14,1913.2,1833,1893,95,38.6,sandstone,2.65,fine grained,well sorted,very poorly cemented
10475,34_10-14,1913.5,1927,1477,95,34.4,sandstone,2.7,fine grained,well sorted,very poorly cemented
10476,34_10-14,1913.83,1979,1683,95,37.8,Sandstone,2.68,fine grained,well sorted,fair cemented
10477,34_10-14,1914.1,324,74,95,26.8,Sandstone,2.76,fine grained,well sorted,fair cemented
10478,34_10-14,1914.4,908,191,95,35.6,sandstone,2.75,fine grained,well sorted,fair cemented
10479,34_10-14,1914.7,897,42,95,25.1,sandstone,2.73,fine grained,well sorted,fair cemented
10480,34_10-14,1916.4,665,43,95,35.8,sandstone,2.55,fine grained,well sorted,fair cemented
10481,34_10-14,1980.76,756,763,95,32.6,sandstone,2.63,medium grained,well sorted,poorly cemented
10482,34_10-14,1981.4,1315,1363,95,32.7,sandstone,2.61,medium grained,well sorted,poorly cemented
10483,34_10-14,1981.44,10822,4847,95,35.4,sandstone,2.6,medium grained,well sorted,poorly cemented
10484,34_10-14,1982.24,8120,5818,95,37.2,sandstone,2.64,medium grained,well sorted,poorly cemented
10485,34_10-14,1982.56,5715,6266,95,37.3,sandstone,2.64,medium grained,well sorted,poorly cemented
10486,34_10-14,1982.85,6389,3897,95,36.5,sandstone,2.63,medium grained,well sorted,poorly cemented
10487,34_10-14,1983.14,7705,7039,95,37.2,sandstone,2.63,medium grained,well sorted,poorly cemented
10488,34_10-14,1983.46,6235,7978,95,37.2,sandstone,2.65,medium grained,well sorted,poorly cemented
10489,34_10-14,1983.75,5187,4924,95,35.8,sandstone,2.63,medium grained,well sorted,poorly cemented
10490,34_10-14,1984.71,8827,3981,95,36,sandstone,2.64,medium grained,well sorted,poorly cemented
10491,34_10-14,1985.21,13604,12864,95,34,sandstone,2.62,medium grained,well sorted,poorly cemented
10492,34_10-14,1985.54,81,4,95,27.3,sandstone,2.62,medium grained,well sorted,poorly cemented
10493,34_10-14,1985.83,6050,5271,95,33.5,sandstone,2.6,medium grained,well sorted,poorly cemented
10494,34_10-14,1986.51,3227,9767,95,34.5,sandstone,2.6,fine grained,well sorted,poorly cemented
10495,34_10-14,1987.25,276,2076,95,31.4,sandstone,2.63,fine grained,well sorted,poorly cemented
10496,34_10-14,1987.59,1498,1552,95,33.1,sandstone,2.66,medium grained,well sorted,poorly cemented
10497,34_10-14,1988.35,2003,1399,95,33,sandstone,2.61,medium grained,well sorted,poorly cemented
10498,34_10-14,1991.74,3242,3564,95,32.1,sandstone,2.64,medium grained,well sorted,poorly cemented
10499,34_10-14,2011.06,1246,1060,95,37.7,sandstone,2.66,fine grained,very well sorted,poorly cemented
10500,34_10-14,2012.55,1267,781,95,36.1,sandstone,2.66,fine grained,very well sorted,poorly cemented
10501,34_10-14,2013.24,1437,1115,95,37,sandstone,2.67,fine grained,very well sorted,cemented
10502,34_10-14,2013.57,1038,954,95,36.2,sandstone,2.67,fine grained,very well sorted,cemented
10503,34_10-14,2013.93,1304,1056,95,36.9,sandstone,2.66,fine grained,very well sorted,cemented
10504,34_10-14,2014.54,1929,1658,95,36.9,sandstone,2.66,fine grained,very well sorted,cemented
10505,34_10-14,2015.33,1746,1407,95,37,sandstone,2.66,fine grained,very well sorted,cemented
10506,34_10-14,2015.71,1531,1237,95,36.7,sandstone,2.66,fine grained,very well sorted,cemented
10507,34_10-14,2015.78,1666,1474,95,37.4,sandstone,2.66,fine grained,very well sorted,cemented
10508,34_10-14,2016.3,1725,1461,95,37.4,sandstone,2.66,fine grained,very well sorted,cemented
10509,34_10-14,2016.64,1891,1491,95,37,sandstone,2.65,fine grained,very well sorted,cemented
10510,34_10-14,2016.93,1855,1561,95,37.4,sandstone,2.66,fine grained,very well sorted,cemented
10511,34_10-14,2017.22,1473,1375,95,36.9,sandstone,2.66,fine grained,very well sorted,cemented
10512,34_10-14,2017.59,1607,1217,95,37.2,sandstone,2.67,fine grained,very well sorted,cemented
10513,34_10-14,2017.92,1165,998,95,37.4,sandstone,2.67,fine grained,very well sorted,cemented
10514,34_10-14,2018.24,1333,510,95,37.5,sandstone,2.67,fine grained,very well sorted,cemented
10515,34_10-14,2018.55,862,600,95,36.8,sandstone,2.67,fine grained,very well sorted,cemented
10516,34_10-14,2018.87,915,749,95,36.9,sandstone,2.67,fine grained,very well sorted,cemented
10517,34_10-14,2019.18,1054,746,95,36.6,sandstone,2.67,fine grained,very well sorted,cemented
10518,34_10-14,2019.87,873,597,95,36.8,sandstone,2.67,fine grained,very well sorted,cemented
10519,34_10-14,2020.14,616,475,95,37,sandstone,2.68,fine grained,very well sorted,cemented
10520,34_10-14,2020.7,1060,590,95,38.1,sandstone,2.67,fine grained,very well sorted,cemented
10521,34_10-14,2020.55,807,490,95,37.1,sandstone,2.67,fine grained,very well sorted,cemented
10522,34_10-14,2021.46,619,458,95,36.5,sandstone,2.67,fine grained,very well sorted,cemented
10523,34_10-14,2022.11,583,634,95,36,sandstone,2.66,fine grained,very well sorted,cemented
10524,34_10-14,2023.7,985,805,95,37.2,sandstone,2.66,fine grained,very well sorted,cemented
10525,34_10-14,2024.4,1027,737,95,42.1,sandstone,2.66,fine grained,very well sorted,cemented
10526,34_10-14,2024.87,638,455,95,36.2,sandstone,2.66,fine grained,very well sorted,cemented
10527,34_10-14,2025.2,688,524,95,35.9,sandstone,2.65,fine grained,very well sorted,cemented
10528,34_10-14,2025.79,397,310,95,33.8,sandstone,2.73,fine grained,very well sorted,cemented
10529,34_10-14,2026.14,581,300,95,34.5,sandstone,2.7,fine grained,very well sorted,cemented
10530,34_10-14,2026.46,556,298,95,34.8,sandstone,2.68,fine grained,very well sorted,cemented
10531,34_10-14,2026.86,767,342,95,35.5,sandstone,2.68,fine grained,very well sorted,cemented
10532,34_10-14,2027.12,389,272,95,34,sandstone,2.69,fine grained,very well sorted,cemented
10533,34_10-15,1888.2,1,1,67,2.2,sandstone,2.69,very fine grained fine grained,well sorted,poorly cemented
10534,34_10-15,1888.5,1504,553,67,38,sandstone,2.66,very fine grained fine grained,well sorted,poorly cemented
10535,34_10-15,1888.8,734,50,67,35,sandstone,2.63,very fine grained fine grained,well sorted,poorly cemented
10536,34_10-15,1890.2,50,1.8,67,29,sandstone,2.67,very fine grained fine grained,well sorted,poorly cemented
10537,34_10-15,1890.5,503,23,67,38.6,sandstone,2.66,fine grained,well sorted,poorly cemented
10538,34_10-15,1891.75,165,44,67,26,sandstone,2.64,fine grained,well sorted,poorly cemented
10539,34_10-15,1894,24,1.2,67,30.9,sandstone,2.75,fine grained,well sorted,fair cemented
10540,34_10-15,1894.35,39,46,67,30.7,sandstone,2.69,fine grained,well sorted,fair cemented
10541,34_10-15,1894.6,3.8,31,67,32.1,sandstone,2.72,fine grained,well sorted,fair cemented
10542,34_10-15,1894.9,4,1,67,3.8,sandstone,2.72,fine grained,well sorted,fair cemented
10543,34_10-15,1895.9,137,1,67,33.6,sandstone,2.7,fine grained,well sorted,fair cemented
10544,34_10-15,1935.4,2,2,67,4.4,sandstone,2.69,very fine grained fine grained,very well sorted,very well cemented
10545,34_10-15,1935.7,2,1,67,5.4,sandstone,2.68,very fine grained fine grained,very well sorted,very well cemented
10546,34_10-15,1936,2,6,67,5,sandstone,2.67,very fine grained fine grained,very well sorted,very well cemented
10547,34_10-15,1936.35,3,2,67,6.7,sandstone,2.68,very fine grained fine grained,very well sorted,very well cemented
10548,34_10-15,1936.7,16,27.4,67,13.7,sandstone,2.68,very fine grained fine grained,very well sorted,very well cemented
10549,34_10-15,1939.7,3.2,50,67,29.5,sandstone,2.65,very fine grained fine grained,very well sorted,fair cemented
10550,34_10-15,1940,58,5.7,67,34.6,sandstone,2.67,very fine grained fine grained,very well sorted,fair cemented
10551,34_10-15,1940.6,0.01,1,67,3.8,sandstone,2.68,very fine grained fine grained,very well sorted,very well cemented
10552,34_10-15,2173.05,47,12,67,23.5,sandstone,2.66,very fine grained fine grained,well sorted,well cemented
10553,34_10-15,2173.75,28,35,67,22.1,sandstone,2.66,very fine grained fine grained,well sorted,well cemented
10554,34_10-15,2174.05,18,1.7,67,22.7,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
10555,34_10-15,2174.4,5,5,67,18.6,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10556,34_10-15,2174.75,12,46,67,16.9,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
10557,34_10-15,2175.05,3,40,67,10.7,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
10558,34_10-15,2175.45,24,40,67,21.8,sandstone,2.66,very fine grained fine grained,well sorted,well cemented
10559,34_10-15,2175.75,37,77,67,23.3,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
10560,34_10-15,2176.05,38,66,67,24.6,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
10561,34_10-15,2176.45,1.4,42,67,25.6,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10562,34_10-15,2176.75,1.1,42,67,26.2,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
10563,34_10-15,2177.05,28,45,67,26.1,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
10564,34_10-15,2177.35,1.1,56,67,25.2,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10565,34_10-15,2178.35,1.4,2.3,67,25.8,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10566,34_10-15,2178.7,2,1.4,67,25.6,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10567,34_10-15,2179.05,85,94,67,25.4,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10568,34_10-15,2179.4,1.4,1.4,67,24.6,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10569,34_10-15,2179.7,56,69,67,22.9,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10570,34_10-15,2180.05,57,44,67,23.1,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10571,34_10-15,2180.4,0.9,2,67,5.2,sandstone,2.7,very fine grained fine grained,well sorted,very well cemented
10572,34_10-15,2180.7,4,4,67,6.3,sandstone,2.7,very fine grained fine grained,well sorted,very well cemented
10573,34_10-15,2181.05,1,2,67,5.1,sandstone,2.7,very fine grained fine grained,well sorted,very well cemented
10574,34_10-15,2181.75,38,2.7,67,25.3,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10575,34_10-15,2182.05,35,1.2,67,24.4,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
10576,34_10-15,2182.4,31,1.2,67,22.4,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10577,34_10-15,2183.05,18,32,67,9.7,sandstone,2.7,very fine grained fine grained,well sorted,very well cemented
10578,34_10-15,2183.4,1.8,82,67,24.3,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10579,34_10-15,2183.75,36,2.5,67,25.3,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
10580,34_10-15,2184.05,52,1.3,67,27.5,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
10581,34_10-15,2184.4,29,60,67,26.8,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10582,34_10-15,2184.75,27,64,67,26.4,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10583,34_10-15,2185.05,34,87,67,26.1,sandstone,2.71,very fine grained fine grained,well sorted,well cemented
10584,34_10-15,2185.4,60,49,67,25.3,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
10585,34_10-15,2185.75,1.6,51,67,26.4,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
10586,34_10-15,2186.05,1,2.4,67,26.5,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
10587,34_10-15,2186.65,20,49,67,25,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
10588,34_10-15,2187.9,2,2,67,8.6,sandstone,2.7,very fine grained fine grained,very well sorted,very well cemented
10589,34_10-15,2188.25,18,41,67,17,sandstone,2.69,very fine grained fine grained,very well sorted,very well cemented
10590,34_10-15,2188.6,94,38,67,26.4,sandstone,2.69,very fine grained fine grained,very well sorted,very well cemented
10591,34_10-15,2189,1.9,50,67,25.4,sandstone,2.68,very fine grained fine grained,very well sorted,well cemented
10592,34_10-15,2189.3,1,41,67,25.3,sandstone,2.69,very fine grained fine grained,very well sorted,well cemented
10593,34_10-15,2189.65,18,29,67,25.2,sandstone,2.69,very fine grained fine grained,very well sorted,well cemented
10594,34_10-15,2190,1,28,67,25.5,sandstone,2.69,very fine grained fine grained,very well sorted,well cemented
10595,34_10-15,2190.6,1,31,67,23.7,sandstone,2.69,very fine grained fine grained,very well sorted,well cemented
10596,34_10-15,2191,24,1.1,67,24.8,sandstone,2.7,very fine grained fine grained,very well sorted,well cemented
10597,34_10-15,2191.3,18,69,67,24.7,sandstone,2.69,very fine grained fine grained,very well sorted,well cemented
10598,34_10-15,2191.65,26,72,67,23,sandstone,2.69,very fine grained fine grained,very well sorted,well cemented
10599,34_10-15,2192,21,1,67,23,sandstone,2.69,very fine grained fine grained,very well sorted,well cemented
10600,34_10-15,2192.3,37,68,67,23.5,sandstone,2.69,very fine grained fine grained,very well sorted,well cemented
10601,34_10-15,2193,1.3,1.1,67,22,sandstone,2.67,very fine grained fine grained,very well sorted,well cemented
10602,34_10-15,2193.3,99,2.7,67,26.7,sandstone,2.68,very fine grained fine grained,very well sorted,well cemented
10603,34_10-15,2193.65,42,3,67,21.1,sandstone,2.65,very fine grained fine grained,very well sorted,very well cemented
10604,34_10-15,2194,1.2,1.2,67,23.1,sandstone,2.66,very fine grained fine grained,very well sorted,very well cemented
10605,34_10-15,2194.3,77,42,67,21.5,sandstone,2.68,very fine grained fine grained,very well sorted,very well cemented
10606,34_10-15,2194.65,2.4,3.2,67,20.8,sandstone,2.67,very fine grained fine grained,very well sorted,very well cemented
10607,34_10-15,2195,2.7,56,67,22,sandstone,2.68,very fine grained fine grained,very well sorted,very well cemented
10608,34_10-15,2195.3,3.1,1.2,67,23.9,sandstone,2.67,very fine grained fine grained,very well sorted,very well cemented
10609,34_10-15,2195.65,4.1,3.4,67,22.1,sandstone,2.67,very fine grained fine grained,very well sorted,very well cemented
10610,34_10-15,2196,3.4,1.4,67,25.8,sandstone,2.68,very fine grained fine grained,very well sorted,very well cemented
10611,34_10-15,2196.3,2.3,32,67,24.6,sandstone,2.67,very fine grained fine grained,very well sorted,very well cemented
10612,34_10-15,2196.65,90,1.1,67,26,sandstone,2.67,very fine grained fine grained,very well sorted,very well cemented
10613,34_10-15,2197,2.3,2,67,22.9,sandstone,2.66,very fine grained fine grained,very well sorted,very well cemented
10614,34_10-15,2197.3,4,76,67,23.6,sandstone,2.66,very fine grained fine grained,very well sorted,very well cemented
10615,34_10-15,2198,74,44,67,22.6,sandstone,2.66,very fine grained fine grained,very well sorted,very well cemented
10616,34_10-15,2198.3,24,3,67,11.6,sandstone,2.68,very fine grained fine grained,very well sorted,very well cemented
10617,34_10-15,2198.65,0.7,0.8,67,5.6,sandstone,2.69,very fine grained fine grained,very well sorted,very well cemented
10618,34_10-15,2199.1,17,19,67,22.6,sandstone,2.69,very fine grained fine grained,very well sorted,very well cemented
10619,34_10-15,2201.4,48,8,67,23.1,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10620,34_10-15,2201.75,38,10,67,23.4,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10621,34_10-15,2202.05,41,12,67,23.9,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
10622,34_10-15,2202.3,48,38,67,25.2,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10623,34_10-15,2202.75,6,2,67,12.3,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10624,34_10-15,2203.05,2.3,6,67,24,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10625,34_10-15,2203.4,43,17,67,23.9,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10626,34_10-15,2203.75,1.2,1,67,23.3,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
10627,34_10-15,2204.75,26,13,67,22.4,sandstone,2.69,very fine grained fine grained,very well sorted,well cemented
10628,34_10-15,2205.1,21,5,67,21.8,sandstone,2.7,very fine grained fine grained,very well sorted,well cemented
10629,34_10-15,2205.4,40,17,67,22.4,sandstone,2.69,very fine grained fine grained,very well sorted,well cemented
10630,34_10-15,2205.75,19,10,67,21.4,sandstone,2.7,very fine grained fine grained,very well sorted,well cemented
10631,34_10-15,2206.1,29,6,67,20.9,sandstone,2.69,very fine grained fine grained,very well sorted,well cemented
10632,34_10-15,2206.5,17,6,67,21,sandstone,2.7,very fine grained fine grained,very well sorted,well cemented
10633,34_10-15,2206.8,19,4,67,20.7,sandstone,2.69,very fine grained fine grained,very well sorted,well cemented
10634,34_10-15,2207.4,16,6,67,18.2,sandstone,2.69,very fine grained fine grained,very well sorted,very well cemented
10635,34_10-15,2209.1,35,7,67,23.2,sandstone,2.75,very fine grained fine grained,well sorted,well cemented
10636,34_10-15,2301.45,95,2.5,67,20.5,sandstone,2.66,fine grained,very well sorted,well cemented
10637,34_10-15,2301.75,95,53,67,22.9,sandstone,2.66,fine grained,very well sorted,well cemented
10638,34_10-15,2302.05,69,59,67,20.8,sandstone,2.65,fine grained,very well sorted,well cemented
10639,34_10-15,2302.35,39,49,67,20.6,sandstone,2.65,fine grained,very well sorted,well cemented
10640,34_10-15,2302.8,2.3,48,67,14.6,sandstone,2.66,fine grained,very well sorted,well cemented
10641,34_10-15,2303.1,99,13,67,16.7,sandstone,2.66,fine grained,very well sorted,well cemented
10642,34_10-15,2303.35,160,122,67,19.8,sandstone,2.65,fine grained,very well sorted,well cemented
10643,34_10-15,2303.7,22,3.8,67,14.7,sandstone,2.66,fine grained,very well sorted,well cemented
10644,34_10-15,2307.6,1.4,1.6,67,19.1,sandstone,2.68,very fine grained fine grained,very well sorted,well cemented
10645,34_10-15,2307.95,3.3,1.9,67,19.9,sandstone,2.67,very fine grained fine grained,very well sorted,well cemented
10646,34_10-15,2308.3,83,45,67,15.3,sandstone,2.69,very fine grained fine grained,very well sorted,well cemented
10647,34_10-15,2309.1,142,88,67,21.4,sandstone,2.65,fine grained,very well sorted,well cemented
10648,34_10-15,2309.45,215,87,67,25,sandstone,2.65,fine grained,very well sorted,well cemented
10649,34_10-15,2309.75,36,1,67,6.5,sandstone,2.7,fine grained,very well sorted,very well cemented
10650,34_10-15,2310.05,24,2,67,8.5,sandstone,2.72,fine grained,very well sorted,very well cemented
