,wellbore,md,kh_kl,kv_kl,well_id,phi_best,clean_litho,grain_density,grain_size,sorting,cement
0,1_3-6,2921,0.55,0.06,1521,15.9,sandstone,2.7,very fine grained fine grained,well sorted,cemented
1,1_3-6,2921.25,4.71,0.05,1521,16.1,sandstone,2.69,very fine grained fine grained,well sorted,cemented
2,1_3-6,2921.75,7.62,2.46,1521,22,sandstone,2.67,fine grained medium grained,medium sorted,cemented
3,1_3-6,2922,12.14,2.46,1521,23.2,sandstone,2.66,very fine grained fine grained,well sorted,cemented
4,1_3-6,2922.25,3.38,0.55,1521,22,sandstone,2.68,very fine grained fine grained,very well sorted,cemented
5,1_3-6,2922.5,3.92,1.01,1521,19.5,sandstone,2.67,very fine grained medium grained,medium sorted,cemented
6,1_3-6,2923,0.41,0.35,1521,19,sandstone,2.68,very fine grained fine grained,well sorted,cemented
7,1_3-6,2923.5,10.21,2.3,1521,23.7,sandstone,2.66,fine grained,well sorted,cemented
8,1_3-6,2923.75,11.46,7.05,1521,21.8,sandstone,2.66,fine grained medium grained,medium sorted,cemented
9,1_3-6,2924,9.71,12.05,1521,21.9,sandstone,2.65,fine grained,well sorted,cemented
10,1_3-6,2924.25,0.88,0.2,1521,20.7,sandstone,2.69,fine grained medium grained,medium sorted medium,cemented
11,1_3-6,2924.75,0.31,0.22,1521,17,sandstone,2.68,fine grained,medium sorted,cemented
12,1_3-6,2925,0.07,0.04,1521,9.4,sandstone,2.67,fine grained medium grained,medium sorted,cemented
13,1_3-8,5024.75,0.95,0.45,2829,16.4,sandstone,2.63,very fine grained fine grained,well sorted,very well cemented
14,1_3-8,5025.5,0.04,0.02,2829,11.1,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
15,1_3-8,5026.5,1.52,1.16,2829,18.1,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
16,1_3-8,5027.5,0.92,0.31,2829,17.2,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
17,1_3-8,5028.5,0.09,0.1,2829,9.2,sandstone,2.73,very fine grained fine grained,well sorted,very well cemented
18,1_3-8,5029.25,0.67,0.1,2829,15.5,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
19,1_3-8,5030.75,1.17,0.81,2829,16.8,sandstone,2.63,fine grained,well sorted,very well cemented
20,1_3-8,5031.25,0.02,0.02,2829,3.8,sandstone,2.81,very fine grained,well sorted,very well cemented
21,1_3-8,5032.5,0.18,0.02,2829,6.2,sandstone,2.76,very fine grained fine grained,well sorted,very well cemented
22,1_3-8,5035.25,0.02,0.02,2829,11,sandstone,2.68,very fine grained,well sorted,very well cemented
23,1_3-8,5036.5,0.02,0.03,2829,11.1,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
24,1_3-8,5037.5,0.02,0.02,2829,11.3,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
25,1_3-8,5038.5,0.21,0.06,2829,13.5,sandstone,2.64,very fine grained,well sorted,very well cemented
26,1_3-9-ST2,4273.33,132,118,3362,26.1,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
27,1_3-9-ST2,4274.33,6.32,17.5,3362,18.9,sandstone,2.66,very fine grained fine grained,well sorted,well cemented
28,1_3-9-ST2,4275.33,43.2,31.5,3362,23.5,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
29,1_3-9-ST2,4276.33,16.6,3.94,3362,18.7,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
30,1_3-9-ST2,4277.33,87.6,84.8,3362,24.6,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
31,1_3-9-ST2,4278.33,85.5,39,3362,23.5,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
32,1_3-9-ST2,4279.33,27.3,26.4,3362,19.8,sandstone,2.75,very fine grained fine grained,well sorted,well cemented
33,1_3-9-ST2,4280.33,28.1,10.6,3362,20.4,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
34,1_3-9-ST2,4281.33,9.3,2.24,3362,18.3,sandstone,2.66,very fine grained fine grained,well sorted,well cemented
35,1_3-9-ST2,4282.33,5.74,1.65,3362,17.3,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
36,1_3-9-ST2,4283.33,6.31,5.12,3362,18.4,sandstone,2.66,very fine grained fine grained,well sorted,well cemented
37,1_3-9-ST2,4284.33,3.65,1.46,3362,15.9,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
38,1_3-9-ST2,4285.33,54.6,26.8,3362,22.4,sandstone,2.66,very fine grained fine grained,well sorted,well cemented
39,1_3-9-ST2,4286.33,32.4,14.5,3362,21.4,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
40,1_3-9-ST2,4287.33,59.5,12.6,3362,22.9,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
41,1_3-9-ST2,4288.33,30,3.37,3362,21.6,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
42,1_3-9-ST2,4289.66,11.2,6.91,3362,17.6,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
43,1_3-9-ST2,4290.33,110,84.2,3362,24.9,sandstone,2.64,fine grained,well sorted,well cemented
44,1_3-9-ST2,4291.33,119,100,3362,24.6,sandstone,2.64,fine grained,well sorted,well cemented
45,1_3-9-ST2,4292.66,5.97,0.64,3362,16.1,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
46,1_3-9-ST2,4293.33,9.47,5.45,3362,20.2,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
47,1_3-9-ST2,4295.33,2.02,5.41,3362,14.8,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
48,1_3-9-ST2,4296.33,13.7,5.86,3362,17.4,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
49,1_3-9-ST2,4298.33,502,22.1,3362,24.4,sandstone,2.64,fine grained,well sorted,well cemented
50,1_3-9-ST2,4299.33,479,131,3362,25.2,sandstone,2.63,fine grained,well sorted,well cemented
51,1_3-9-ST2,4300.33,399,300,3362,24.5,sandstone,2.64,fine grained,well sorted,well cemented
52,1_3-9-ST2,4301.33,162,58.9,3362,22.7,sandstone,2.64,fine grained,well sorted,well cemented
53,1_3-9-ST2,4302.33,45.9,11,3362,17.3,sandstone,2.63,fine grained,well sorted,well cemented
54,1_3-9-ST2,4303.33,44.4,48.1,3362,16.1,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
55,1_3-9-ST2,4304.33,99,15.2,3362,20,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
56,1_3-9-ST2,4305.33,8.09,1.02,3362,13.9,sandstone,2.62,very fine grained fine grained,well sorted,well cemented
57,1_3-9-ST2,4306.33,1.21,9.24,3362,11.9,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
58,1_3-9-ST2,4307.33,11.4,0.23,3362,13.8,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
59,1_3-9-ST2,4308.33,8.88,8.77,3362,15.9,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
60,1_3-9-ST2,4309.33,3.97,2.02,3362,11.8,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
61,1_3-9-ST2,4310.33,1.98,0.24,3362,11.5,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
62,1_3-9-ST2,4313.66,0.84,1.04,3362,10.9,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
63,1_3-9-ST2,4314.33,2.95,3.42,3362,11.4,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
64,1_3-9-ST2,4315.33,0.91,0.7,3362,10.6,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
65,1_3-9-ST2,4316.33,1.24,2.08,3362,9.6,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
66,1_3-9-ST2,4317.33,1.45,3.6,3362,9.7,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
67,1_3-9-ST2,4318.33,60.5,52.9,3362,15.2,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
68,1_3-9-ST2,4319.33,5.01,2.56,3362,12.5,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
69,1_3-9-ST2,4320.33,3.55,1.74,3362,12.2,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
70,1_3-9-ST2,4321.33,12.7,8.91,3362,12.4,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
71,1_3-9-ST2,4322,1.56,0.11,3362,9.7,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
72,1_3-9-ST2,4323.33,0.03,0.04,3362,4,sandstone,2.71,very fine grained fine grained,well sorted,very well cemented
73,1_3-9-ST2,4324.33,0.47,0.74,3362,9.4,sandstone,2.66,fine grained,well sorted,very well cemented
74,1_3-9-ST2,4325.33,0.79,0.52,3362,10.9,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
75,1_3-9-ST2,4326.33,3.7,0.35,3362,10.1,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
76,1_3-9-ST2,4327.33,6.55,5.95,3362,10.5,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
77,1_3-9-ST2,4328.33,16.1,1.37,3362,11.4,sandstone,2.63,fine grained,well sorted,well cemented
78,1_3-9-ST2,4329.33,2.13,0.94,3362,11.3,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
79,1_3-9-ST2,4330.33,0.2,0.11,3362,7.7,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
80,1_3-9-ST2,4331.33,8.85,0.84,3362,11.8,sandstone,2.63,fine grained,well sorted,well cemented
81,1_3-9-ST2,4332.33,7.73,1.22,3362,11.3,sandstone,2.63,fine grained,well sorted,well cemented
82,1_3-9-ST2,4334.33,19.5,5.8,3362,12.3,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
83,1_3-9-ST2,4335.33,1.06,2.46,3362,11,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
84,1_3-9-ST2,4336.33,1.25,4.91,3362,9.7,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
85,1_3-9-ST2,4337.33,0.65,15.2,3362,10.2,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
86,1_3-9-ST2,4338.33,80.3,4.08,3362,16.7,sandstone,2.64,fine grained,well sorted,well cemented
87,1_3-9-ST2,4339.33,1.19,4.81,3362,11.1,sandstone,2.66,fine grained,well sorted,well cemented
88,1_3-9-ST2,4340.33,888,46.8,3362,24.7,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
89,1_3-9-ST2,4341.33,841,162,3362,25.5,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
90,1_3-9-ST2,4342.33,164,73.2,3362,21.8,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
91,1_3-9-ST2,4343.33,996,93.2,3362,25.9,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
92,1_3-9-ST2,4344.33,25.9,6.7,3362,17.8,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
93,1_3-9-ST2,4345.33,51.7,36,3362,20.1,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
94,1_3-9-ST2,4346.33,199,122,3362,21.8,sandstone,2.66,very fine grained fine grained,well sorted,well cemented
95,1_3-9-ST2,4347.33,142,3.47,3362,21.3,sandstone,2.65,very fine grained fine grained,fair sorted,well cemented
96,1_3-9-ST2,4348.33,186,53,3362,23.4,sandstone,2.63,very fine grained fine grained,fair sorted,well cemented
97,1_3-9-ST2,4349.33,38.5,6.24,3362,19.6,sandstone,2.64,very fine grained fine grained,fair sorted,well cemented
98,1_3-9-ST2,4350.33,106,97,3362,23,sandstone,2.64,very fine grained fine grained,fair sorted,well cemented
99,1_3-9-ST2,4351.33,67.3,10.4,3362,19.9,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
100,1_3-9-ST2,4352.33,64.1,49.6,3362,20.7,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
101,1_3-9-ST2,4353.33,161,112,3362,23.8,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
102,1_3-9-ST2,4354.33,82.1,26,3362,21.1,sandstone,2.61,very fine grained fine grained,well sorted,well cemented
103,1_3-9-ST2,4355.33,50,22.1,3362,22.2,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
104,1_3-9-ST2,4356.33,8.36,2.17,3362,20.3,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
105,1_3-9-ST2,4357.33,2.31,0.74,3362,17.6,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
106,1_3-9-ST2,4358.33,2.46,0.64,3362,17.4,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
107,1_3-9-ST2,4359.33,12.4,4.15,3362,20.9,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
108,1_3-9-ST2,4368.33,0.76,0.33,3362,17.5,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
109,1_3-9-ST2,4369.33,2.48,0.82,3362,19.7,sandstone,2.63,very fine grained fine grained,well sorted,well cemented
110,1_3-9-ST2,4370.33,3.52,1.62,3362,20.2,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
111,1_3-9-ST2,4371.33,0.88,0.33,3362,18,sandstone,2.64,very fine grained fine grained,well sorted,cemented
112,1_3-9-ST2,4372.33,2.95,1.44,3362,19.6,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
113,1_3-9-ST2,4373.33,0.27,0.09,3362,12.7,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
114,1_3-9-ST2,4374.33,0.14,0.04,3362,13.8,sandstone,2.65,very fine grained fine grained,well sorted,well cemented
115,1_3-9-ST2,4375.33,0.07,0.03,3362,13.1,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
116,1_3-9-ST2,4376.33,0.62,0.21,3362,18.3,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
117,1_3-9-ST2,4377.33,0.46,0.41,3362,18,sandstone,2.64,very fine grained fine grained,well sorted,well cemented
118,1_6-6,5556.25,0.08,0.02,1839,5.8,sandstone,2.71,very fine grained fine grained,well sorted,very well cemented
119,1_6-6,5564.25,0.09,0.02,1839,6.4,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
120,1_6-7,3302.5,0.02,0.02,1928,13,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
121,1_6-7,3302.75,0.02,0.02,1928,7.6,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
122,1_6-7,3303,0.02,0.02,1928,11.8,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
123,1_6-7,3303.25,0.02,0.02,1928,11.5,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
124,1_6-7,3303.5,0.02,0.02,1928,12.3,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
125,1_6-7,3303.75,0.02,0.02,1928,14.4,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
126,1_6-7,3304,0.02,0.02,1928,9.4,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
127,1_6-7,3304.25,0.02,0.02,1928,16,sandstone,2.7,very fine grained fine grained,well sorted,very well cemented
128,1_6-7,3304.75,0.02,0.02,1928,14.6,sandstone,2.7,very fine grained fine grained,well sorted,very well cemented
129,1_6-7,3305,0.02,0.03,1928,17.6,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
130,1_6-7,3305.25,0.02,0.02,1928,11.1,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
131,1_6-7,3305.75,0.02,0.02,1928,14.7,sandstone,2.7,very fine grained fine grained,well sorted,very well cemented
132,1_6-7,3306,0.02,0.02,1928,13.5,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
133,1_6-7,3306.25,0.02,40.02,1928,13.4,sandstone,2.71,very fine grained fine grained,well sorted,very well cemented
134,1_6-7,3306.3,0.02,0.02,1928,12.6,sandstone,2.71,very fine grained fine grained,well sorted,very well cemented
135,1_6-7,3306.75,0.02,0.02,1928,15.2,sandstone,2.71,very fine grained fine grained,well sorted,very well cemented
136,1_6-7,3307,0.02,0.02,1928,10,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
137,10_7-1,1561.25,16.4,9.15,1972,12.3,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
138,10_7-1,1561.5,9.28,4.42,1972,13.3,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
139,10_7-1,1561.75,2.32,1.21,1972,13.1,sandstone,2.64,very fine grained fine grained,well sorted,very well cemented
140,10_7-1,1562,0.29,0.16,1972,9.2,sandstone,2.73,very fine grained fine grained,well sorted,very well cemented
141,10_7-1,1562.25,0.02,0.02,1972,3.3,sandstone,2.69,very fine grained fine grained,well sorted,very well cemented
142,10_7-1,1562.5,0.02,0.02,1972,2.8,sandstone,2.73,very fine grained fine grained,well sorted,very well cemented
143,10_7-1,1562.75,0.07,0.03,1972,7.6,sandstone,2.75,very fine grained fine grained,well sorted,very well cemented
144,10_7-1,1563,0.09,0.08,1972,8.1,sandstone,2.73,very fine grained fine grained,well sorted,very well cemented
145,10_7-1,1563.25,0.16,0.24,1972,9.3,sandstone,2.74,very fine grained fine grained,well sorted,very well cemented
146,10_7-1,1563.5,0.54,0.23,1972,11.3,sandstone,2.74,very fine grained fine grained,well sorted,very well cemented
147,10_7-1,1563.75,2.15,1.13,1972,14.1,sandstone,2.73,very fine grained fine grained,well sorted,very well cemented
148,15_12-4,2902.4,0.51,0.06,438,10.7,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
149,15_12-4,2902.65,0.43,0.18,438,15.4,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
150,15_12-4,2903,0.16,0.08,438,12.7,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
151,15_12-4,2903.5,0.6,0.05,438,11.3,sandstone,2.72,very fine grained fine grained,well sorted,well cemented
152,15_12-4,2903.85,0.28,0.06,438,10.8,sandstone,2.74,very fine grained fine grained,well sorted,well cemented
153,15_12-4,2904.35,0.07,0.04,438,10,sandstone,2.71,very fine grained fine grained,well sorted,well cemented
154,15_12-4,2904.65,0.04,0.05,438,9.8,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
155,15_12-4,2905,0.36,0.02,438,9.7,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
156,15_12-4,2905.35,0.05,0.03,438,10.8,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
157,15_12-4,2905.65,0.05,0.03,438,10.1,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
158,15_12-4,2906,0.07,0.05,438,13.7,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
159,15_12-4,2906.3,0.17,0.08,438,13.8,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
160,15_12-4,2906.5,0.49,0.05,438,13.2,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
161,15_12-4,2907,0.09,0.05,438,13,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
162,15_12-4,2907.4,0.59,0.04,438,12.7,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
163,15_12-4,2907.65,0.15,0.04,438,13.7,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
164,15_12-4,2908,0.12,0.04,438,12.1,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
165,15_12-4,2908.15,0.25,0.04,438,13.3,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
166,15_12-4,2908.65,0.44,0.22,438,17.3,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
167,15_12-4,2909,0.42,0.18,438,16.3,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
168,15_12-4,2909.35,0.2,0.16,438,16.2,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
169,15_12-4,2909.65,1.2,0.72,438,19.5,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
170,15_12-4,2910,0.5,0.03,438,11.1,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
171,15_12-4,2910.35,0.15,0.08,438,11,sandstone,2.68,fine grained,well sorted,well cemented
172,15_12-4,2911,2505,1848,438,30.4,sandstone,2.65,fine grained,fair sorted,fair cemented
173,15_12-4,2911.35,2413,3367,438,30.1,sandstone,2.65,fine grained,fair sorted,fair cemented
174,15_12-4,2911.65,2349,2156,438,29.2,sandstone,2.65,fine grained,fair sorted,fair cemented
175,15_12-4,2911.9,2888,1988,438,31.6,sandstone,2.65,fine grained,fair sorted,fair cemented
176,15_12-4,2912.35,3273,2612,438,30.7,sandstone,2.65,fine grained,fair sorted,fair cemented
177,15_12-4,2912.95,2989,2141,438,26.9,sandstone,2.61,fine grained,fair sorted,fair cemented
178,15_12-4,2913.35,2560,2553,438,27.6,sandstone,2.67,fine grained,fair sorted,fair cemented
179,15_12-4,2913.65,3198,2381,438,30,sandstone,2.65,fine grained,fair sorted,fair cemented
180,15_12-4,2913.9,1968,1555,438,30.5,sandstone,2.63,fine grained,fair sorted,fair cemented
181,15_12-4,2914.65,502,216,438,23.2,sandstone,2.7,fine grained,fair sorted,well cemented
182,15_12-4,2914.9,1397,1293,438,22.9,sandstone,2.68,fine grained,fair sorted,fair cemented
183,15_12-4,2915.35,1455,894,438,23.3,sandstone,2.68,fine grained,fair sorted,fair cemented
184,15_12-4,2915.7,1352,881,438,24.5,sandstone,2.69,fine grained,fair sorted,fair cemented
185,15_12-4,2916,392,351,438,17.6,sandstone,2.7,fine grained,fair sorted,well cemented
186,15_12-4,2916.35,1323,1637,438,23.3,sandstone,2.69,fine grained,fair sorted,fair cemented
187,15_12-4,2916.65,1645,1230,438,25.8,sandstone,2.68,fine grained,fair sorted,fair cemented
188,15_12-4,2917,547,1340,438,21.5,sandstone,2.71,fine grained,fair sorted,well cemented
189,15_12-4,2917.35,373,2091,438,20.2,sandstone,2.71,fine grained,fair sorted,fair cemented
190,15_12-4,2917.65,2034,1902,438,25,sandstone,2.68,fine grained,fair sorted,fair cemented
191,15_12-4,2918,3368,2188,438,31,sandstone,2.65,fine grained,fair sorted,fair cemented
192,15_12-4,2918.35,2418,2509,438,29.9,sandstone,2.66,fine grained,fair sorted,fair cemented
193,15_12-4,2918.65,1540,941,438,28.4,sandstone,2.65,fine grained,fair sorted,well cemented
194,15_12-4,2919.65,3629,3635,438,29.5,sandstone,2.65,fine grained,fair sorted,well cemented
195,15_12-4,2902.4,0.51,0.06,438,10.7,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
196,15_12-4,2902.65,0.43,0.18,438,15.4,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
197,15_12-4,2903,0.16,0.08,438,12.7,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
198,15_12-4,2903.5,0.6,0.05,438,11.3,sandstone,2.72,very fine grained fine grained,well sorted,well cemented
199,15_12-4,2903.85,0.28,0.06,438,10.8,sandstone,2.74,very fine grained fine grained,well sorted,well cemented
200,15_12-4,2904.35,0.07,0.04,438,10,sandstone,2.71,very fine grained fine grained,well sorted,well cemented
201,15_12-4,2904.65,0.04,0.05,438,9.8,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
202,15_12-4,2905,0.36,0.02,438,9.7,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
203,15_12-4,2905.35,0.05,0.03,438,10.8,sandstone,2.7,very fine grained fine grained,well sorted,well cemented
204,15_12-4,2905.65,0.05,0.03,438,10.1,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
205,15_12-4,2906,0.07,0.05,438,13.7,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
206,15_12-4,2906.3,0.17,0.08,438,13.8,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
207,15_12-4,2906.5,0.49,0.05,438,13.2,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
208,15_12-4,2907,0.09,0.05,438,13,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
209,15_12-4,2907.4,0.59,0.04,438,12.7,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
210,15_12-4,2907.65,0.15,0.04,438,13.7,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
211,15_12-4,2908,0.12,0.04,438,12.1,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
212,15_12-4,2908.15,0.25,0.04,438,13.3,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
213,15_12-4,2908.65,0.44,0.22,438,17.3,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
214,15_12-4,2909,0.42,0.18,438,16.3,sandstone,2.67,very fine grained fine grained,well sorted,well cemented
215,15_12-4,2909.35,0.2,0.16,438,16.2,sandstone,2.69,very fine grained fine grained,well sorted,well cemented
216,15_12-4,2909.65,1.2,0.72,438,19.5,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
217,15_12-4,2910,0.5,0.03,438,11.1,sandstone,2.68,very fine grained fine grained,well sorted,well cemented
218,15_12-4,2910.35,0.15,0.08,438,11,sandstone,2.68,fine grained,well sorted,well cemented
219,15_12-4,2911,2505,1848,438,30.4,sandstone,2.65,fine grained,fair sorted,fair cemented
220,15_12-4,2911.35,2413,3367,438,30.1,sandstone,2.65,fine grained,fair sorted,fair cemented
221,15_12-4,2911.65,2349,2156,438,29.2,sandstone,2.65,fine grained,fair sorted,fair cemented
222,15_12-4,2911.9,2888,1988,438,31.6,sandstone,2.65,fine grained,fair sorted,fair cemented
223,15_12-4,2912.35,3273,2612,438,30.7,sandstone,2.65,fine grained,fair sorted,fair cemented
224,15_12-4,2912.95,2989,2141,438,26.9,sandstone,2.61,fine grained,fair sorted,fair cemented
225,15_12-4,2913.35,2560,2553,438,27.6,sandstone,2.67,fine grained,fair sorted,fair cemented
226,15_12-4,2913.65,3198,2381,438,30,sandstone,2.65,fine grained,fair sorted,fair cemented
227,15_12-4,2913.9,1968,1555,438,30.5,sandstone,2.63,fine grained,fair sorted,fair cemented
228,15_12-4,2914.65,502,216,438,23.2,sandstone,2.7,fine grained,fair sorted,well cemented
229,15_12-4,2914.9,1397,1293,438,22.9,sandstone,2.68,fine grained,fair sorted,fair cemented
230,15_12-4,2915.35,1455,894,438,23.3,sandstone,2.68,fine grained,fair sorted,fair cemented
231,15_12-4,2915.7,1352,881,438,24.5,sandstone,2.69,fine grained,fair sorted,fair cemented
232,15_12-4,2916,392,351,438,17.6,sandstone,2.7,fine grained,fair sorted,well cemented
233,15_12-4,2916.35,1323,1637,438,23.3,sandstone,2.69,fine grained,fair sorted,fair cemented
234,15_12-4,2916.65,1645,1230,438,25.8,sandstone,2.68,fine grained,fair sorted,fair cemented
235,15_12-4,2917,547,1340,438,21.5,sandstone,2.71,fine grained,fair sorted,well cemented
236,15_12-4,2917.35,373,2091,438,20.2,sandstone,2.71,fine grained,fair sorted,fair cemented
237,15_12-4,2917.65,2034,1902,438,25,sandstone,2.68,fine grained,fair sorted,fair cemented
238,15_12-4,2918,3368,2188,438,31,sandstone,2.65,fine grained,fair sorted,fair cemented
239,15_12-4,2918.35,2418,2509,438,29.9,sandstone,2.66,fine grained,fair sorted,fair cemented
240,15_12-4,2918.65,1540,941,438,28.4,sandstone,2.65,fine grained,fair sorted,well cemented
241,15_12-4,2919.65,3629,3635,438,29.5,sandstone,2.65,fine grained,fair sorted,well cemented
242,15_12-5,2911,0.61,0.31,113,10.5,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
243,15_12-5,2911.25,0.58,0.35,113,9.1,sandstone,2.67,very fine grained fine grained,well sorted,very well cemented
244,15_12-5,2911.5,0.8,0.2,113,10.2,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
245,15_12-5,2911.75,0.26,0.2,113,8.5,sandstone,2.68,very fine grained fine grained,well sorted,very well cemented
246,15_12-5,2912,0.73,0.2,113,9.2,sandstone,2.66,very fine grained fine grained,well sorted,very well cemented
247,15_12-5,2912.25,0.34,0.2,113,9.2,sandstone,2.65,very fine grained fine grained,well sorted,very well cemented
