wlbWellboreName,wlbWell,wlbWellType,wlbPurpose,wlbDrillingOperator,wlbProductionLicence,wlbDrillingFacility,wlbEntryDate,wlbCompletionDate,wlbDrillPermit,wlbTotalDepth,wlbKellyBushElevation,wlbWaterDepth,wlbMainArea,wlbEntryYear,wlbCompletionYear,wlbSiteSurvey,wlbSeismicLocation,wlbGeodeticDatum,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbNpdidWellbore,wlbNpdidSiteSurvey,wlbFactPageUrl,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD
2/7-U-39,2/7-U-39,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,23.11.2012,24.11.2012,685-G,113.0,3.0,72.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,22,3.79,N,3,16,39.38,E,56.3677,3.2776,6247180.25,517149.72,31,2,7,U,39,,,7066,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7066,04.06.2019,06.10.2015,17.09.2019
2/7-U-40,2/7-U-40,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,24.11.2012,24.11.2012,686-G,114.0,3.0,72.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,22,5.82,N,3,16,41.03,E,56.3683,3.2781,6247243.13,517177.78,31,2,7,U,40,,,7067,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7067,04.06.2019,06.10.2015,17.09.2019
2/7-U-41,2/7-U-41,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,24.11.2012,25.11.2012,687-G,112.0,3.0,72.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,22,25.92,N,3,14,31.47,E,56.3739,3.2421,6247856.20,514952.33,31,2,7,U,41,,,7068,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7068,04.06.2019,06.10.2015,17.09.2019
2/7-U-42,2/7-U-42,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,26.11.2012,26.11.2012,688-G,111.0,3.0,72.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,22,25.8,N,3,14,27.38,E,56.3738,3.2409,6247852.24,514882.17,31,2,7,U,42,,,7069,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7069,04.06.2019,06.10.2015,17.09.2019
2/7-U-43,2/7-U-43,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,26.11.2012,27.11.2012,689-G,112.0,3.0,72.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,22,27.88,N,3,14,29.07,E,56.3744,3.2414,6247916.66,514910.94,31,2,7,U,43,,,7070,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7070,04.06.2019,06.10.2015,17.09.2019
2/7-U-44,2/7-U-44,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,27.11.2012,28.11.2012,691-G,113.0,3.0,73.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,22,26.11,N,3,15,36.5,E,56.3739,3.2601,6247866.15,516068.07,31,2,7,U,44,,,7081,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7081,04.06.2019,06.10.2015,17.09.2019
2/7-U-45,2/7-U-45,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,28.11.2012,28.11.2012,692-G,112.0,3.0,73.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,22,26.27,N,3,15,40.35,E,56.3740,3.2612,6247871.34,516134.11,31,2,7,U,45,,,7082,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7082,04.06.2019,06.10.2015,17.09.2019
2/7-U-46,2/7-U-46,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,28.11.2012,29.11.2012,693-G,113.0,3.0,73.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,22,25.19,N,3,15,40.42,E,56.3737,3.2612,6247837.96,516135.43,31,2,7,U,46,,,7083,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7083,04.06.2019,06.10.2015,17.09.2019
2/7-U-47,2/7-U-47,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,29.11.2012,29.11.2012,694-G,113.0,3.0,73.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,22,24.95,N,3,15,36.7,E,56.3736,3.2602,6247830.29,516071.64,31,2,7,U,47,,,7084,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7084,04.06.2019,06.10.2015,17.09.2019
2/7-U-48,2/7-U-48,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,29.11.2012,29.11.2012,699-G,98.0,3.0,73.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,22,25.88,N,3,15,36.08,E,56.3739,3.2600,6247859.01,516060.89,31,2,7,U,48,,,7104,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7104,04.06.2019,06.10.2015,17.09.2019
2/8-U-1,2/8-U-1,OTHER,SHALLOW GAS,Aker BP ASA,006 B,TRANSOCEAN ARCTIC,04.04.2018,05.04.2018,809-G,521.0,24.0,69.2,NORTH SEA,2018,2018,,BPN16302T16 IL:1088 XL:1459,ED50  ,,,,56,15,6.14,N,3,20,58.36,E,56.2517,3.3495,6234287.39,521659.44,31,2,8,U,1,,,8354,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8354,04.06.2019,,17.09.2019
2/9-U-1,2/9-U-1,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,273 ,BUCENTAUR,13.10.2007,13.10.2007,401-G1,110.0,3.0,69.8,NORTH SEA,2007,2007,, ,ED50  ,,,,56,16,27.76,N,3,48,45.14,E,56.2744,3.8125,6237052.78,550318.49,31,2,9,U,1,,,5631,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5631,04.06.2019,06.10.2015,17.09.2019
2/9-U-2,2/9-U-2,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,273 ,BUCENTAUR,14.10.2007,14.10.2007,401-G2,105.0,3.0,70.1,NORTH SEA,2007,2007,, ,ED50  ,,,,56,16,28.29,N,3,48,41.69,E,56.2745,3.8116,6237068.47,550258.95,31,2,9,U,2,,,5632,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5632,04.06.2019,06.10.2015,17.09.2019
2/9-U-3,2/9-U-3,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,273 ,BUCENTAUR,14.10.2007,15.10.2007,401-G3,105.0,3.0,70.2,NORTH SEA,2007,2007,, ,ED50  ,,,,56,16,29.68,N,3,48,44.26,E,56.2749,3.8123,6237111.96,550302.65,31,2,9,U,3,,,5633,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5633,04.06.2019,06.10.2015,17.09.2019
2/11-U-1,2/11-U-1,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,09.06.2012,09.06.2012,657-G,108.5,0.0,71.5,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,34.17,N,3,28,9.57,E,56.1928,3.4693,6227777.83,529126.18,31,2,11,U,1,,,6941,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6941,04.06.2019,06.10.2015,17.09.2019
2/11-U-2,2/11-U-2,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,14.06.2012,14.06.2012,658-G,107.6,0.0,71.5,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,34.77,N,3,28,6.51,E,56.1930,3.4685,6227796.02,529073.30,31,2,11,U,2,,,6942,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6942,04.06.2019,06.10.2015,17.09.2019
2/11-U-3,2/11-U-3,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,14.06.2012,15.06.2012,659-G,108.2,0.0,71.5,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,35.89,N,3,28,8.59,E,56.1933,3.4691,6227830.89,529108.92,31,2,11,U,3,,,6943,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6943,04.06.2019,06.10.2015,17.09.2019
2/11-U-4,2/11-U-4,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,11.06.2012,12.06.2012,660-G,169.0,0.0,72.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,37.45,N,3,28,1.74,E,56.1937,3.4672,6227878.32,528990.51,31,2,11,U,4,,,6944,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6944,04.06.2019,06.10.2015,17.09.2019
2/11-U-5,2/11-U-5,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,11.06.2012,11.06.2012,661-G,75.0,0.0,72.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,37.6,N,3,28,1.77,E,56.1938,3.4672,6227882.96,528991.00,31,2,11,U,5,,,6945,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6945,04.06.2019,06.10.2015,17.09.2019
2/11-U-6,2/11-U-6,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,09.06.2012,11.06.2012,662-G,170.0,0.0,72.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,38.55,N,3,28,3.53,E,56.1940,3.4676,6227912.54,529021.14,31,2,11,U,6,,,6946,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6946,04.06.2019,06.10.2015,17.09.2019
2/11-U-7,2/11-U-7,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,07.06.2012,09.06.2012,663-G,173.0,0.0,71.5,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,38.54,N,3,28,0.19,E,56.1940,3.4667,6227911.84,528963.56,31,2,11,U,7,,,6947,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6947,04.06.2019,06.10.2015,17.09.2019
2/11-U-8,2/11-U-8,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,12.06.2012,14.06.2012,664-G,168.5,0.0,71.5,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,39.68,N,3,28,1.83,E,56.1944,3.4672,6227947.28,528991.60,31,2,11,U,8,,,6948,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6948,04.06.2019,06.10.2015,17.09.2019
2/11-U-9,2/11-U-9,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,12.06.2012,12.06.2012,665-G,74.5,0.0,71.5,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,39.49,N,3,28,1.84,E,56.1943,3.4672,6227941.41,528991.81,31,2,11,U,9,,,6949,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6949,04.06.2019,06.10.2015,17.09.2019
2/11-U-10,2/11-U-10,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,14.06.2012,14.06.2012,667-G,84.0,0.0,72.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,37.28,N,3,28,4.03,E,56.1937,3.4678,6227873.33,529030.02,31,2,11,U,10,,,6966,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6966,04.06.2019,06.10.2015,17.09.2019
2/11-U-11,2/11-U-11,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,14.06.2012,14.06.2012,668-G,99.0,0.0,72.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,37.42,N,3,28,3.84,E,56.1937,3.4677,6227877.64,529026.72,31,2,11,U,11,,,6967,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6967,04.06.2019,06.10.2015,17.09.2019
2/11-U-12,2/11-U-12,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,07.06.2012,07.06.2012,669-G,110.0,0.0,72.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,37.01,N,3,28,2.42,E,56.1936,3.4673,6227864.80,529002.33,31,2,11,U,12,,,6968,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6968,04.06.2019,06.10.2015,17.09.2019
2/11-U-13,2/11-U-13,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,07.06.2012,07.06.2012,670-G,109.0,0.0,72.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,38.16,N,3,28,4.56,E,56.1939,3.4679,6227900.60,529038.97,31,2,11,U,13,,,6969,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6969,04.06.2019,06.10.2015,17.09.2019
2/11-U-14,2/11-U-14,OTHER,SOIL DRILLING,BP Norge AS,033 ,BUCENTAUR,06.06.2012,07.06.2012,671-G,113.5,0.0,72.0,NORTH SEA,2012,2012,, ,ED50  ,,,,56,11,36.48,N,3,28,5.39,E,56.1935,3.4682,6227848.76,529053.63,31,2,11,U,14,,,6970,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6970,04.06.2019,06.10.2015,17.09.2019
2/11-U-16,2/11-U-16,OTHER,SHALLOW GAS,Aker BP ASA,033 B,MAERSK INVINCIBLE,27.01.2019,29.01.2019,862-G,550.0,67.6,66.7,NORTH SEA,2019,2019,,,ED50  ,,,29.01.2019,56,13,39.66,N,3,26,15.08,E,56.2277,3.4375,6231644.73,527127.90,31,2,11,U,16,,,8646,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8646,04.06.2019,,17.09.2019
3/7-U-7,3/7-U-7,OTHER,SOIL DRILLING,DONG E&P Norge AS,289 ,BUCENTAUR,04.03.2007,04.03.2007,391-G,108.0,3.6,65.0,NORTH SEA,2007,2007,,DG04M01,ED50  ,,,,56,24,10.32,N,4,18,2.92,E,56.4029,4.3008,6251817.03,580284.06,31,3,7,U,7,,,5501,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5501,04.06.2019,06.10.2015,17.09.2019
3/7-U-8,3/7-U-8,OTHER,SOIL DRILLING,DONG E&P Norge AS,289 ,BUCENTAUR,,,466-G,0.0,3.6,65.0,NORTH SEA,0,0,,sURVEY: SH9302:,ED50  ,,,,56,22,54.8,N,4,14,15.07,E,56.3819,4.2375,6249410.14,576420.05,31,3,7,U,8,,,6026,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6026,04.06.2019,06.10.2015,17.09.2019
3/7-U-9,3/7-U-9,OTHER,SOIL DRILLING,MOL Norge AS,539 ,MV OCEAN VANTAGE,26.06.2018,27.06.2018,830-G,108.9,2.4,66.2,NORTH SEA,2018,2018,,MOL17301-12012/MOL17301-04013,ED50  ,,27.06.2018,,56,21,48.19,N,4,8,44.84,E,56.3634,4.1458,6247252.67,570790.05,31,3,7,U,9,,,8473,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8473,04.06.2019,,17.09.2019
3/7-U-10,3/7-U-10,OTHER,SOIL DRILLING,MOL Norge AS,539 ,MV OCEAN VANTAGE,24.06.2018,25.06.2018,831-G,109.2,2.4,66.2,NORTH SEA,2018,2018,,MOL17301-12012/MOL17301-04013,ED50  ,,25.06.2018,,56,21,48,N,4,8,42.45,E,56.3633,4.1451,6247246.11,570749.13,31,3,7,U,10,,,8474,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8474,04.06.2019,,17.09.2019
3/7-U-11,3/7-U-11,OTHER,SOIL DRILLING,MOL Norge AS,539 ,MV OCEAN VANTAGE,12.07.2018,13.07.2018,832-G,108.9,2.4,66.2,NORTH SEA,2018,2018,,MOL17301-12012/MOL17301-04013,ED50  ,,13.07.2018,,56,21,49.46,N,4,8,45.36,E,56.3637,4.1459,6247292.08,570798.32,31,3,7,U,11,,,8475,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8475,04.06.2019,,17.09.2019
3/7-U-12,3/7-U-12,OTHER,SOIL DRILLING,MOL Norge AS,539 ,MV OCEAN VANTAGE,13.07.2018,13.07.2018,833-G,110.1,2.4,66.3,NORTH SEA,2018,2018,,MOL17301-12012/MOL17301-04013,ED50  ,,13.07.2018,,56,21,50,N,4,8,41.92,E,56.3639,4.1450,6247307.79,570739.00,31,3,7,U,12,,,8476,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8476,04.06.2019,,17.09.2019
3/7-U-13,3/7-U-13,OTHER,SOIL DRILLING,MOL Norge AS,539 ,MV OCEAN VANTAGE,13.07.2018,14.07.2018,834-G,109.2,2.4,66.4,NORTH SEA,2018,2018,,MOL17301-12018/MOL17301-04007,ED50  ,,14.07.2018,,56,21,45.56,N,4,7,57.3,E,56.3627,4.1326,6247157.85,569975.55,31,3,7,U,13,,,8477,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8477,04.06.2019,,17.09.2019
3/7-U-14,3/7-U-14,OTHER,SOIL DRILLING,MOL Norge AS,539 ,MV OCEAN VANTAGE,,,835-G,109.2,2.4,66.2,NORTH SEA,0,0,,MOL17301-12018/MOL17301-04007,ED50  ,,,,56,21,46.84,N,4,8,0.38,E,56.3630,4.1334,6247198.29,570027.75,31,3,7,U,14,,,8478,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8478,04.06.2019,,17.09.2019
3/7-U-15,3/7-U-15,OTHER,SOIL DRILLING,MOL Norge AS,539 ,MV OCEAN VANTAGE,15.07.2018,16.07.2018,836-G,108.8,2.4,66.4,NORTH SEA,2018,2018,,MOL17301-12018/MOL17301-04007,ED50  ,,16.07.2018,,56,21,47.55,N,4,7,56.97,E,56.3632,4.1325,6247219.28,569968.87,31,3,7,U,15,,,8479,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8479,04.06.2019,,17.09.2019
3/7-U-16,3/7-U-16,OTHER,SOIL DRILLING,MOL Norge AS,539 ,MV OCEAN VANTAGE,16.07.2018,17.07.2018,837-G,110.6,2.4,68.0,NORTH SEA,2018,2018,,MOL17301-02005/MOL17301-04012,ED50  ,,17.07.2018,,56,21,16.59,N,4,9,7.59,E,56.3546,4.1521,6246282.22,571196.82,31,3,7,U,16,,,8480,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8480,04.06.2019,,17.09.2019
3/7-U-17,3/7-U-17,OTHER,SOIL DRILLING,MOL Norge AS,539 ,MV OCEAN VANTAGE,17.07.2018,17.07.2018,838-G,110.8,2.4,68.1,NORTH SEA,2018,2018,,MOL17301-02005/MOL17301-04012,ED50  ,,17.07.2018,,56,21,17.86,N,4,9,10.42,E,56.3550,4.1529,6246322.30,571244.73,31,3,7,U,17,,,8481,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8481,04.06.2019,,17.09.2019
3/7-U-18,3/7-U-18,OTHER,SOIL DRILLING,MOL Norge AS,539 ,MV OCEAN VANTAGE,18.07.2018,18.07.2018,839-G,110.5,2.4,67.8,NORTH SEA,2018,2018,,MOL17301-02005/MOL17301-04012,ED50  ,,18.07.2018,,56,21,18.57,N,4,9,7.01,E,56.3552,4.1519,6246343.27,571185.84,31,3,7,U,18,,,8482,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=8482,04.06.2019,,17.09.2019
3/8-U-1,3/8-U-1,OTHER,SOIL DRILLING,Lundin Norway AS,400 ,BUCENTAUR,22.09.2009,23.09.2009,522-G1,40.0,3.0,65.3,NORTH SEA,2009,2009,, ,ED50  ,,,23.09.2009,56,27,15.69,N,4,25,6.14,E,56.4544,4.4184,6257691.29,587420.98,31,3,8,U,1,,,6431,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6431,04.06.2019,06.10.2015,17.09.2019
3/8-U-2,3/8-U-2,OTHER,SOIL DRILLING,Lundin Norway AS,400 ,BUCENTAUR,23.09.2009,23.09.2009,522-G2,40.5,3.0,65.7,NORTH SEA,2009,2009,, ,ED50  ,,23.09.2009,,56,27,16.21,N,4,25,2.49,E,56.4545,4.4174,6257706.07,587358.16,31,3,8,U,2,,,6432,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6432,04.06.2019,06.10.2015,17.09.2019
3/8-U-3,3/8-U-3,OTHER,SOIL DRILLING,Lundin Norway AS,400 ,BUCENTAUR,23.09.2009,24.09.2009,522-G3,40.4,3.0,65.9,NORTH SEA,2009,2009,, ,ED50  ,,24.09.2009,,56,27,17.73,N,4,25,5.1,E,56.4549,4.4181,6257753.99,587401.87,31,3,8,U,3,,,6433,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6433,04.06.2019,06.10.2015,17.09.2019
4/4-U-1,4/4-U-1,OTHER,SOIL DRILLING,Repsol Exploration Norge AS,541 ,BUCENTAUR,11.12.2012,12.12.2012,695-G,124.0,2.9,61.9,NORTH SEA,2012,2012,,RE12300-D-007,ED50  ,,12.12.2012,,56,38,8.65,N,5,8,11.57,E,56.6357,5.1365,6279019.94,631050.61,31,4,4,U,1,,,7100,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7100,04.06.2019,06.10.2015,17.09.2019
4/4-U-2,4/4-U-2,OTHER,SOIL DRILLING,Repsol Exploration Norge AS,541 ,BUCENTAUR,11.12.2012,11.12.2012,696-G,108.0,2.9,62.1,NORTH SEA,2012,2012,,RE12300-D-026,ED50  ,,11.12.2012,,56,38,10.02,N,5,8,12.12,E,56.6361,5.1367,6279062.58,631058.66,31,4,4,U,2,,,7101,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7101,04.06.2019,06.10.2015,17.09.2019
4/4-U-3,4/4-U-3,OTHER,SOIL DRILLING,Repsol Exploration Norge AS,541 ,BUCENTAUR,06.12.2012,06.12.2012,697-G,85.0,2.9,61.8,NORTH SEA,2012,2012,,RE12300-D-024,ED50  ,,06.12.2014,,56,38,8.47,N,5,8,9.13,E,56.6357,5.1359,6279013.08,631009.22,31,4,4,U,3,,,7102,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7102,04.06.2019,06.10.2015,17.09.2019
4/4-U-4,4/4-U-4,OTHER,SOIL DRILLING,Repsol Exploration Norge AS,541 ,BUCENTAUR,12.12.2012,13.12.2012,698-G,94.0,2.9,61.9,NORTH SEA,2012,2012,,RE12300-D-009,ED50  ,,,,56,38,10.58,N,5,8,8.3,E,56.6363,5.1356,6279077.86,630993.05,31,4,4,U,4,,,7103,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7103,04.06.2019,06.10.2015,17.09.2019
4/4-U-5,4/4-U-5,OTHER,SHALLOW GAS,Repsol Exploration Norge AS,541 ,MÆRSK GIANT,13.09.2013,19.09.2013,714-G,960.0,43.3,62.0,NORTH SEA,2013,2013,, ,ED50  ,,19.09.2013,,56,38,8.69,N,5,8,11.46,E,56.6357,5.1365,6279021.12,631048.70,31,4,4,U,5,,,7262,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7262,04.06.2019,06.10.2015,17.09.2019
7/1-U-1,7/1-U-1,OTHER,SOIL DRILLING,Talisman Energy Norge AS,568 ,BUCENTAUR,13.04.2012,14.04.2012,585-G,0.0,2.9,83.0,NORTH SEA,2012,2012,, ,ED50  ,,14.04.2012,,58,0,3.18,N,2,7,56.49,E,58.0009,2.1324,6429283.95,448713.97,31,7,1,U,1,,,6814,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6814,04.06.2019,06.10.2015,17.09.2019
7/8-U-1,7/8-U-1,OTHER,SOIL DRILLING,LOTOS Exploration and Production Norge AS,498 ,BUCENTAUR,28.09.2011,28.09.2011,574-G,124.0,2.9,81.9,NORTH SEA,2011,2011,,LO1102-1010 & LO1102-3019,ED50  ,,,,57,17,54.97,N,2,27,16.69,E,57.2986,2.4546,6350900.30,467134.68,31,7,8,U,1,,,6738,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6738,04.06.2019,06.10.2015,17.09.2019
7/8-U-2,7/8-U-2,OTHER,SOIL DRILLING,LOTOS Exploration and Production Norge AS,498 ,BUCENTAUR,28.09.2011,29.09.2011,575-G,124.1,2.9,82.0,NORTH SEA,2011,2011,,LO1102-1011 & LO1102-3018,ED50  ,,,,57,17,57.04,N,2,27,15.63,E,57.2992,2.4543,6350964.45,467117.45,31,7,8,U,2,,,6739,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6739,04.06.2019,06.10.2015,17.09.2019
7/8-U-3,7/8-U-3,OTHER,SOIL DRILLING,LOTOS Exploration and Production Norge AS,498 ,BUCENTAUR,29.09.2011,30.09.2011,576-G,123.9,2.9,81.8,NORTH SEA,2011,2011,, ,ED50  ,,,,57,17,56.47,N,2,27,19.45,E,57.2990,2.4554,6350946.31,467181.25,31,7,8,U,3,,,6740,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6740,04.06.2019,06.10.2015,17.09.2019
7/11-U-1,7/11-U-1,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,301 CS,BUCENTAUR,09.09.2010,09.09.2010,592-G,113.0,3.0,71.0,NORTH SEA,2010,2010,, ,ED50  ,,,,57,1,0.09,N,2,35,26.11,E,57.0167,2.5906,6319460.08,475138.97,31,7,11,U,1,,,6827,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6827,04.06.2019,06.10.2015,17.09.2019
