wlbWellboreName,wlbWell,wlbWellType,wlbPurpose,wlbDrillingOperator,wlbProductionLicence,wlbDrillingFacility,wlbEntryDate,wlbCompletionDate,wlbDrillPermit,wlbTotalDepth,wlbKellyBushElevation,wlbWaterDepth,wlbMainArea,wlbEntryYear,wlbCompletionYear,wlbSiteSurvey,wlbSeismicLocation,wlbGeodeticDatum,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbPluggedDate,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbNpdidWellbore,wlbNpdidSiteSurvey,wlbFactPageUrl,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD
1/2-U-1,1/2-U-1,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,143 ,BUCENTAUR,09.05.2009,09.05.2009,479-G1,111.0,3.0,74.0,NORTH SEA,2009,2009,, ,ED50  ,,,,56,56,55.58,N,2,27,5.01,E,56.9488,2.4514,6311958.73,466625.99,31,1,2,U,1,,,6148,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6148,04.06.2019,06.10.2015,17.09.2019
1/2-U-2,1/2-U-2,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,143 ,BUCENTAUR,12.05.2009,12.05.2009,479-G2,108.0,3.0,74.0,NORTH SEA,2009,2009,, ,ED50  ,,,,56,56,56.95,N,2,27,7.69,E,56.9492,2.4521,6312000.73,466671.62,31,1,2,U,2,,,6149,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6149,04.06.2019,06.10.2015,17.09.2019
1/2-U-3,1/2-U-3,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,143 ,BUCENTAUR,12.05.2009,12.05.2009,479-G3,107.0,3.0,74.0,NORTH SEA,2009,2009,, ,ED50  ,,,,56,56,54.99,N,2,27,8.52,E,56.9486,2.4524,6311940.01,466685.16,31,1,2,U,3,,,6150,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6150,04.06.2019,06.10.2015,17.09.2019
1/3-U-1,1/3-U-1,OTHER,SOIL DRILLING,BG Norge AS,274 BS,BUCENTAUR,10.10.2007,10.10.2007,411-G1,112.0,3.0,69.0,NORTH SEA,2007,2007,, ,ED50  ,,,,56,45,10.48,N,2,49,41.9,E,56.7529,2.8283,6290035.25,489500.39,31,1,3,U,1,,,5686,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5686,04.06.2019,06.10.2015,17.09.2019
1/3-U-2,1/3-U-2,OTHER,SOIL DRILLING,BG Norge AS,274 BS,BUCENTAUR,10.10.2007,10.10.2007,411-G2,107.0,3.0,69.0,NORTH SEA,2007,2007,, ,ED50  ,,,,56,45,8.33,N,2,49,41.91,E,56.7523,2.8283,6289968.77,489500.39,31,1,3,U,2,,,5687,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5687,04.06.2019,06.10.2015,17.09.2019
1/3-U-3,1/3-U-3,OTHER,SOIL DRILLING,BG Norge AS,274 BS,BUCENTAUR,10.10.2007,10.10.2007,411-G3,107.0,3.0,69.0,NORTH SEA,2007,2007,, ,ED50  ,,,,56,45,9.4,N,2,49,38.51,E,56.7526,2.8274,6290002.00,489442.72,31,1,3,U,3,,,5688,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5688,04.06.2019,06.10.2015,17.09.2019
1/3-U-4,1/3-U-4,OTHER,SOIL DRILLING,BG Norge AS,274 BS,BUCENTAUR,11.10.2007,11.10.2007,411-G4,104.0,3.0,69.0,NORTH SEA,2007,2007,, ,ED50  ,,,,56,45,12.43,N,2,49,43.54,E,56.7535,2.8288,6290095.48,489528.40,31,1,3,U,4,,,5690,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5690,04.06.2019,06.10.2015,17.09.2019
1/3-U-5,1/3-U-5,OTHER,SOIL DRILLING,BG Norge AS,274 BS,BUCENTAUR,11.10.2007,11.10.2007,411-G5,92.0,3.0,69.0,NORTH SEA,2007,2007,, ,ED50  ,,,,56,45,12.24,N,2,49,39.64,E,56.7534,2.8277,6290089.77,489462.14,31,1,3,U,5,,,5691,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5691,04.06.2019,06.10.2015,17.09.2019
1/3-U-10,1/3-U-10,OTHER,SOIL DRILLING,DONG E&P Norge AS,274 ,BUCENTAUR,01.03.2007,01.03.2007,389-G,106.0,3.6,72.0,NORTH SEA,2007,2007,,BP9202,ED50  ,,,,56,55,39.83,N,2,42,20.61,E,56.9277,2.7057,6309521.02,482087.93,31,1,3,U,10,,,5499,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5499,04.06.2019,06.10.2015,17.09.2019
1/3-U-11,1/3-U-11,OTHER,SOIL DRILLING,DONG E&P Norge AS,274 ,BUCENTAUR,02.03.2007,03.03.2007,390-G,106.0,3.6,71.6,NORTH SEA,2007,2007,,VGCNS04,ED50  ,,,,56,50,58.34,N,2,43,15.35,E,56.8495,2.7209,6300813.05,482977.95,31,1,3,U,11,,,5500,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5500,04.06.2019,06.10.2015,17.09.2019
1/3-U-12,1/3-U-12,OTHER,SOIL DRILLING,DONG E&P Norge AS,274 ,BUCENTAUR,15.09.2008,15.09.2008,456-G1,108.0,3.6,72.1,NORTH SEA,2008,2008,,BP9202,ED50  ,,,,56,55,55.01,N,2,40,16.99,E,56.9319,2.6714,6309999.93,480000.04,31,1,3,U,12,,,5928,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5928,04.06.2019,06.10.2015,17.09.2019
1/3-U-13,1/3-U-13,OTHER,SOIL DRILLING,DONG E&P Norge AS,274 ,BUCENTAUR,15.09.2008,15.09.2008,456-G2,108.0,3.6,72.1,NORTH SEA,2008,2008,,BP9202,ED50  ,,,,56,55,55.01,N,2,40,16.99,E,56.9319,2.6714,6309999.93,480000.04,31,1,3,U,13,,,5929,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5929,04.06.2019,06.10.2015,17.09.2019
1/3-U-14,1/3-U-14,OTHER,SOIL DRILLING,DONG E&P Norge AS,274 ,BUCENTAUR,15.09.2008,15.09.2008,456-G3,108.0,3.6,72.1,NORTH SEA,2008,2008,,BP9202,ED50  ,,,,56,55,55.01,N,2,40,16.99,E,56.9319,2.6714,6309999.93,480000.04,31,1,3,U,14,,,5930,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5930,04.06.2019,06.10.2015,17.09.2019
1/3-U-15,1/3-U-15,OTHER,SOIL DRILLING,DONG E&P Norge AS,274 ,BUCENTAUR,29.12.2010,30.12.2010,529-G1,108.0,3.0,71.9,NORTH SEA,2010,2010,,DG0902-108-1213 SP320& DG0902-108-411 SP370,ED50  ,,,,56,55,53.62,N,2,40,16.3,E,56.9316,2.6712,6309957.00,479988.17,31,1,3,U,15,,,6520,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6520,04.06.2019,06.10.2015,17.09.2019
1/3-U-16,1/3-U-16,OTHER,SOIL DRILLING,DONG E&P Norge AS,274 ,BUCENTAUR,30.12.2010,31.12.2010,529-G2,108.0,3.0,72.2,NORTH SEA,2010,2010,,DG0902-108-1213 SP320& DG0902-108-411 SP370,ED50  ,,,,56,55,53.46,N,2,40,16.36,E,56.9315,2.6712,6309952.05,479989.16,31,1,3,U,16,,,6521,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6521,04.06.2019,06.10.2015,17.09.2019
1/6-U-1,1/6-U-1,OTHER,SOIL DRILLING,BG Norge AS,297 ,BUCENTAUR,12.10.2007,12.10.2007,412-G1,107.0,3.0,69.0,NORTH SEA,2007,2007,, ,ED50  ,,,,56,45,0.11,N,2,49,33.85,E,56.7500,2.8261,6289714.95,489362.83,31,1,6,U,1,,,5692,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5692,04.06.2019,06.10.2015,17.09.2019
1/9-U-1,1/9-U-1,OTHER,SOIL DRILLING,Den norske stats oljeselskap a.s,,,06.05.1986,07.05.1986,27-G,0.0,2.9,0.0,NORTH SEA,1986,1986,, ,ED50  ,,,,56,29,31.72,N,2,55,26.74,E,56.4921,2.9241,6260997.94,495326.04,31,1,9,U,1,,,980,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=980,04.06.2019,18.10.2014,17.09.2019
2/1-U-1,2/1-U-1,OTHER,SOIL DRILLING,BP Petroleum Dev. of Norway AS,019 ,PHOLAS,01.08.1986,02.08.1986,42-G,0.0,2.9,66.0,NORTH SEA,1986,1986,, ,ED50  ,,,,56,54,18.84,N,3,5,3.6,E,56.9052,3.0843,6306981.28,505136.34,31,2,1,U,1,,,994,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=994,04.06.2019,06.10.2015,17.09.2019
2/1-U-2,2/1-U-2,OTHER,SOIL DRILLING,BP Petroleum Dev. of Norway AS,019 ,BUCENTAUR,07.04.1987,08.04.1987,60-G,122.0,2.9,66.8,NORTH SEA,1987,1987,, ,ED50  ,,,,56,54,19.25,N,3,5,0.57,E,56.9053,3.0835,6306993.90,505085.06,31,2,1,U,2,,,1094,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1094,04.06.2019,06.10.2015,17.09.2019
2/1-U-3,2/1-U-3,OTHER,SOIL DRILLING,BP Petroleum Dev. of Norway AS,019 ,BUCENTAUR,09.04.1987,10.04.1987,61-G,80.8,2.9,66.9,NORTH SEA,1987,1987,, ,ED50  ,,,,56,54,19.25,N,3,5,1.44,E,56.9053,3.0837,6306993.92,505099.78,31,2,1,U,3,,,1095,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1095,04.06.2019,06.10.2015,17.09.2019
2/1-U-4,2/1-U-4,OTHER,SOIL DRILLING,BP Petroleum Dev. of Norway AS,019 ,BUCENTAUR,11.04.1987,12.04.1987,62-G,84.2,2.9,66.9,NORTH SEA,1987,1987,, ,ED50  ,,,,56,54,18.64,N,3,5,1.81,E,56.9052,3.0838,6306975.06,505106.06,31,2,1,U,4,,,1096,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1096,04.06.2019,06.10.2015,17.09.2019
2/1-U-5,2/1-U-5,OTHER,SOIL DRILLING,BP Petroleum Dev. of Norway AS,019 ,BUCENTAUR,14.04.1987,15.04.1987,63-G,62.0,2.9,67.1,NORTH SEA,1987,1987,, ,ED50  ,,,,56,53,48.17,N,3,5,3.98,E,56.8967,3.0844,6306032.92,505143.94,31,2,1,U,5,,,1097,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1097,04.06.2019,06.10.2015,17.09.2019
2/1-U-6,2/1-U-6,OTHER,SOIL DRILLING,BP Petroleum Dev. of Norway AS,019 ,BUCENTAUR,15.04.1987,16.04.1987,64-G,75.6,2.9,67.3,NORTH SEA,1987,1987,, ,ED50  ,,,,56,54,16.7,N,3,5,5.29,E,56.9046,3.0848,6306915.15,505165.01,31,2,1,U,6,,,1098,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1098,04.06.2019,06.10.2015,17.09.2019
2/1-U-7,2/1-U-7,OTHER,SOIL DRILLING,BP Petroleum Dev. of Norway AS,019 ,BUCENTAUR,17.04.1987,18.04.1987,65-G,77.5,2.9,67.2,NORTH SEA,1987,1987,, ,ED50  ,,,,56,53,48.07,N,3,5,5.52,E,56.8967,3.0849,6306029.86,505170.00,31,2,1,U,7,,,1099,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1099,04.06.2019,06.10.2015,17.09.2019
2/1-U-8,2/1-U-8,OTHER,SOIL DRILLING,BP Petroleum Dev. of Norway AS,019 ,BUCENTAUR,19.04.1987,20.04.1987,66-G,170.6,2.9,67.1,NORTH SEA,1987,1987,, ,ED50  ,,,,56,54,17.66,N,3,5,7.06,E,56.9049,3.0853,6306944.87,505194.92,31,2,1,U,8,,,1100,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1100,04.06.2019,06.10.2015,17.09.2019
2/1-U-9,2/1-U-9,OTHER,SOIL DRILLING,BP Petroleum Dev. of Norway AS,019 ,BUCENTAUR,26.04.1987,27.04.1987,67-G,129.0,2.9,67.1,NORTH SEA,1987,1987,, ,ED50  ,,,,56,53,46.72,N,3,5,4.63,E,56.8963,3.0846,6305988.10,505154.99,31,2,1,U,9,,,1101,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1101,04.06.2019,06.10.2015,17.09.2019
2/1-U-10,2/1-U-10,OTHER,SOIL DRILLING,BP Petroleum Dev. of Norway AS,019 ,BUCENTAUR,26.04.1987,27.04.1987,68-G,98.0,2.9,67.1,NORTH SEA,1987,1987,, ,ED50  ,,,,56,54,17.66,N,3,5,6.06,E,56.9049,3.0850,6306944.85,505178.00,31,2,1,U,10,,,1102,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1102,04.06.2019,06.10.2015,17.09.2019
2/1-U-11,2/1-U-11,OTHER,SOIL DRILLING,BP Petroleum Dev. of Norway AS,019 ,BUCENTAUR,26.04.1987,27.04.1987,69-G,103.0,2.9,67.1,NORTH SEA,1987,1987,, ,ED50  ,,,,56,54,16.24,N,3,5,4.7,E,56.9045,3.0846,6306900.91,505155.05,31,2,1,U,11,,,1103,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1103,04.06.2019,06.10.2015,17.09.2019
2/1-U-12,2/1-U-12,OTHER,SOIL DRILLING,Talisman Energy Norge AS,299 ,BUCENTAUR,13.04.2012,17.04.2012,588-G,110.4,2.9,67.0,NORTH SEA,2012,2012,, ,ED50  ,,17.04.2012,,56,51,3.57,N,3,18,49.36,E,56.8510,3.3137,6300983.92,519134.29,31,2,1,U,12,,,6817,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6817,04.06.2019,06.10.2015,17.09.2019
2/1-U-13,2/1-U-13,OTHER,SOIL DRILLING,Talisman Energy Norge AS,299 ,BUCENTAUR,13.04.2012,17.04.2012,589-G,111.2,2.9,67.0,NORTH SEA,2012,2012,, ,ED50  ,,17.04.2012,,56,51,1.51,N,3,18,50.33,E,56.8504,3.3140,6300920.30,519151.02,31,2,1,U,13,,,6818,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6818,04.06.2019,06.10.2015,17.09.2019
2/1-U-14,2/1-U-14,OTHER,SOIL DRILLING,Talisman Energy Norge AS,299 ,BUCENTAUR,13.04.2012,17.04.2012,590-G,106.6,2.9,67.0,NORTH SEA,2012,2012,, ,ED50  ,,17.04.2012,,56,51,3.01,N,3,18,53.1,E,56.8508,3.3148,6300966.89,519197.73,31,2,1,U,14,,,6819,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6819,04.06.2019,06.10.2015,17.09.2019
2/1-U-15,2/1-U-15,OTHER,SOIL DRILLING,Det norske oljeselskap ASA,542 ,BUCENTAUR,,,677-G,0.0,0.0,70.0,NORTH SEA,0,0,, ,ED50  ,,,,56,52,58,N,3,12,45.1,E,56.8828,3.2125,6304498.53,512951.80,31,2,1,U,15,,,7031,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7031,04.06.2019,06.10.2015,17.09.2019
2/1-U-16,2/1-U-16,OTHER,SOIL DRILLING,Det norske oljeselskap ASA,542 ,BUCENTAUR,,,678-G,0.0,0.0,70.0,NORTH SEA,0,0,, ,ED50  ,,,,56,52,59.5,N,3,12,47.9,E,56.8832,3.2133,6304545.06,512999.06,31,2,1,U,16,,,7032,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7032,04.06.2019,06.10.2015,17.09.2019
2/1-U-17,2/1-U-17,OTHER,SOIL DRILLING,Det norske oljeselskap ASA,542 ,BUCENTAUR,,,679-G,0.0,0.0,70.0,NORTH SEA,0,0,, ,ED50  ,,,,56,53,0,N,3,12,44.1,E,56.8833,3.2123,6304560.32,512934.68,31,2,1,U,17,,,7033,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=7033,04.06.2019,06.10.2015,17.09.2019
2/4-U-1,2/4-U-1,OTHER,SOIL DRILLING,Phillips Petroleum Company Norway,018 ,BUCENTAUR,08.09.1989,10.09.1989,212-G,161.5,2.9,74.5,NORTH SEA,1989,1989,, ,ED50  ,,,,56,32,48.47,N,3,13,5.43,E,56.5468,3.2182,6267100.13,513415.00,31,2,4,U,1,,,1474,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1474,04.06.2019,06.10.2015,17.09.2019
2/4-U-2,2/4-U-2,OTHER,SOIL DRILLING,Phillips Petroleum Company Norway,018 ,BUCENTAUR,07.09.1989,08.09.1989,213-G,161.4,2.9,74.5,NORTH SEA,1989,1989,, ,ED50  ,,,,56,32,47.04,N,3,13,5.71,E,56.5464,3.2183,6267055.93,513419.93,31,2,4,U,2,,,1475,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1475,04.06.2019,06.10.2015,17.09.2019
2/4-U-3,2/4-U-3,OTHER,SOIL DRILLING,Phillips Petroleum Company Norway,018 ,BUCENTAUR,04.09.1989,10.09.1989,214-G,142.5,2.9,74.5,NORTH SEA,1989,1989,, ,ED50  ,,,,56,32,39.66,N,3,13,7.66,E,56.5444,3.2188,6266827.85,513453.96,31,2,4,U,3,,,1476,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1476,04.06.2019,06.10.2015,17.09.2019
2/4-U-4,2/4-U-4,OTHER,SOIL DRILLING,Statoil Petroleum AS,146 ,BUCENTAUR,24.04.2010,24.04.2010,533-G,254.0,0.0,68.0,NORTH SEA,2010,2010,, ,ED50  ,,,,56,42,0.9,N,3,8,36.8,E,56.7003,3.1436,6284169.33,508791.12,31,2,4,U,4,,,6583,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6583,04.06.2019,06.10.2015,17.09.2019
2/4-U-5,2/4-U-5,OTHER,SOIL DRILLING,Statoil Petroleum AS,146 ,BUCENTAUR,28.04.2010,28.04.2010,534-G,96.0,0.0,29.2,NORTH SEA,2010,2010,, ,ED50  ,,,,56,41,58.9,N,3,8,37.2,E,56.6997,3.1437,6284107.50,508798.05,31,2,4,U,5,,,6584,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6584,04.06.2019,06.10.2015,17.09.2019
2/4-U-6,2/4-U-6,OTHER,SOIL DRILLING,Statoil Petroleum AS,146 ,BUCENTAUR,28.04.2010,28.04.2010,535-G,95.0,0.0,68.0,NORTH SEA,2010,2010,, ,ED50  ,,,,56,41,59.6,N,3,8,33.8,E,56.6999,3.1427,6284129.03,508740.17,31,2,4,U,6,,,6585,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6585,04.06.2019,06.10.2015,17.09.2019
2/4-U-7,2/4-U-7,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,11.06.2009,11.06.2009,580-G,123.0,3.0,74.5,NORTH SEA,2009,2009,, ,ED50  ,,,,56,31,12,N,3,14,17.23,E,56.5200,3.2381,6264121.38,514651.67,31,2,4,U,7,,,6778,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6778,04.06.2019,06.10.2015,17.09.2019
2/4-U-8,2/4-U-8,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,11.06.2009,11.06.2009,581-G,111.0,3.0,73.2,NORTH SEA,2009,2009,, ,ED50  ,,,,56,31,14.05,N,3,14,18.97,E,56.5206,3.2386,6264184.87,514681.19,31,2,4,U,8,,,6779,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6779,04.06.2019,06.10.2015,17.09.2019
2/4-U-9,2/4-U-9,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,10.06.2009,10.06.2009,582-G,114.0,3.0,73.9,NORTH SEA,2009,2009,, ,ED50  ,,,,56,31,12.19,N,3,14,21.31,E,56.5201,3.2393,6264127.50,514721.39,31,2,4,U,9,,,6780,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6780,04.06.2019,06.10.2015,17.09.2019
2/4-U-10,2/4-U-10,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,11.06.2009,11.06.2009,583-G,112.0,3.0,74.4,NORTH SEA,2009,2009,, ,ED50  ,,,,56,31,10.86,N,3,14,14.32,E,56.5197,3.2373,6264085.96,514602.06,31,2,4,U,10,,,6781,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=6781,04.06.2019,06.10.2015,17.09.2019
2/4-U-11,2/4-U-11,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,23.08.2008,25.08.2008,430-G,143.0,3.0,79.2,NORTH SEA,2008,2008,, ,ED50  ,,,,56,32,35.06,N,3,13,32.16,E,56.5431,3.2256,6266686.97,513872.91,31,2,4,U,11,,,5889,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5889,04.06.2019,06.10.2015,17.09.2019
2/4-U-12,2/4-U-12,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,22.08.2008,23.08.2008,431-G,142.0,3.0,79.2,NORTH SEA,2008,2008,, ,ED50  ,,,,56,32,35.61,N,3,13,30.04,E,56.5432,3.2250,6266703.86,513836.64,31,2,4,U,12,,,5890,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5890,04.06.2019,06.10.2015,17.09.2019
2/4-U-13,2/4-U-13,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,06.08.2008,08.08.2008,432-G,159.0,3.0,79.3,NORTH SEA,2008,2008,, ,ED50  ,,,,56,32,33.89,N,3,13,31.15,E,56.5427,3.2253,6266650.74,513855.78,31,2,4,U,13,,,5891,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5891,04.06.2019,06.10.2015,17.09.2019
2/4-U-14,2/4-U-14,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,30.07.2008,31.07.2008,433-G,141.0,3.0,78.0,NORTH SEA,2008,2008,, ,ED50  ,,,,56,32,34.45,N,3,13,29.04,E,56.5429,3.2247,6266667.94,513819.68,31,2,4,U,14,,,5892,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5892,04.06.2019,06.10.2015,17.09.2019
2/4-U-15,2/4-U-15,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,15.08.2008,16.08.2008,434-G,144.0,3.0,80.0,NORTH SEA,2008,2008,, ,ED50  ,,,,56,32,39.5,N,3,13,27.57,E,56.5443,3.2243,6266824.00,513794.06,31,2,4,U,15,,,5893,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5893,04.06.2019,06.10.2015,17.09.2019
2/4-U-16,2/4-U-16,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,11.08.2008,11.08.2008,435-G,126.0,3.0,80.0,NORTH SEA,2008,2008,, ,ED50  ,,,,56,32,40.15,N,3,13,26.63,E,56.5445,3.2241,6266844.05,513777.93,31,2,4,U,16,,,5894,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5894,04.06.2019,06.10.2015,17.09.2019
2/4-U-17,2/4-U-17,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,14.08.2008,14.08.2008,436-G,143.0,3.0,80.0,NORTH SEA,2008,2008,, ,ED50  ,,,,56,32,39.11,N,3,13,26.28,E,56.5442,3.2240,6266811.87,513772.06,31,2,4,U,17,,,5895,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5895,04.06.2019,06.10.2015,17.09.2019
2/4-U-18,2/4-U-18,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,08.08.2008,08.08.2008,437-G,128.0,3.0,80.0,NORTH SEA,2008,2008,, ,ED50  ,,,,56,32,39.67,N,3,13,25.46,E,56.5444,3.2237,6266829.14,513758.00,31,2,4,U,18,,,5896,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5896,04.06.2019,06.10.2015,17.09.2019
2/4-U-19,2/4-U-19,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,27.08.2008,27.08.2008,438-G,143.0,3.0,79.4,NORTH SEA,2008,2008,, ,ED50  ,,,,56,32,39.74,N,3,13,37.52,E,56.5444,3.2271,6266831.98,513963.99,31,2,4,U,19,,,5897,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5897,04.06.2019,06.10.2015,17.09.2019
2/4-U-20,2/4-U-20,OTHER,SOIL DRILLING,ConocoPhillips Skandinavia AS,018 ,BUCENTAUR,28.08.2008,28.08.2008,439-G,143.0,3.0,79.5,NORTH SEA,2008,2008,, ,ED50  ,,,,56,32,40.55,N,3,13,35.42,E,56.5446,3.2265,6266856.91,513928.03,31,2,4,U,20,,,5898,,https://npdfactpages.npd.no/Default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=5898,04.06.2019,06.10.2015,17.09.2019
