wellbore;md_top;md_bottom;formation;Level;npd_litho_id;npd_id
2/1-6;3196;3215;VÅLE FM;FORMATION;190;109
2/1-6;3215;3312;EKOFISK FM;FORMATION;33;109
2/1-6;3312;3660;TOR FM;FORMATION;171;109
2/1-6;3660;3788;HOD FM;FORMATION;66;109
2/1-6;3788;3806;BLODØKS FM;FORMATION;13;109
2/1-6;3806;3825;HIDRA FM;FORMATION;65;109
2/1-6;3825;3853;RØDBY FM;FORMATION;137;109
2/1-6;3853;3897;TUXEN FM;FORMATION;175;109
2/1-6;3897;4104;ÅSGARD FM;FORMATION;198;109
2/1-6;4104;4165;MANDAL FM;FORMATION;101;109
2/1-6;4165;4426;FARSUND FM;FORMATION;39;109
2/1-6;4426;4560;HAUGESUND FM;FORMATION;57;109
2/1-6;4560;4566;ULA FM;FORMATION;179;109
2/1-6;4566;4587;BRYNE FM;FORMATION;19;109
2/1-6;4587;4588;SKAGERRAK FM;FORMATION;146;109
2/1-7;2917;2939;BALDER FM;FORMATION;6;137
2/1-7;2939;2948;SELE FM;FORMATION;142;137
2/1-7;2948;3018;FORTIES FM;FORMATION;44;137
2/1-7;3018;3066;LISTA FM;FORMATION;95;137
2/1-7;3066;3102;ANDREW FM;FORMATION;5;137
2/1-7;3102;3157;VIDAR FM;FORMATION;187;137
2/1-7;3157;3173;LISTA FM;FORMATION;95;137
2/1-7;3173;3187;VÅLE FM;FORMATION;190;137
2/1-7;3187;3275;EKOFISK FM;FORMATION;33;137
2/1-7;3275;3648;TOR FM;FORMATION;171;137
2/1-7;3648;3786;HOD FM;FORMATION;66;137
2/1-7;3786;3802;HIDRA FM;FORMATION;65;137
2/1-7;3802;3886;RØDBY FM;FORMATION;137;137
2/1-7;3886;3974;ÅSGARD FM;FORMATION;198;137
2/1-7;3974;3996;MANDAL FM;FORMATION;101;137
2/1-7;3996;4024;HAUGESUND FM;FORMATION;57;137
2/1-7;4024;4061;ULA FM;FORMATION;179;137
2/1-7;4061;4105;BRYNE FM;FORMATION;19;137
2/1-7;4105;4332;SMITH BANK FM;FORMATION;149;137
2/1-7;4332;5083;UNDIFFERENTIATED;FORMATION;182;137
2/1-7;5083;5084;KUPFERSCHIEFER FM;FORMATION;88;137
2/1-8;2847;2901;BALDER FM;FORMATION;6;459
2/1-8;2901;2909;SELE FM;FORMATION;142;459
2/1-8;2909;3022;FORTIES FM;FORMATION;44;459
2/1-8;3022;3065;LISTA FM;FORMATION;95;459
2/1-8;3065;3097;VIDAR FM;FORMATION;187;459
2/1-8;3097;3148;LISTA FM;FORMATION;95;459
2/1-8;3148;3230;EKOFISK FM;FORMATION;33;459
2/1-8;3230;3521;TOR FM;FORMATION;171;459
2/1-8;3521;3610;HOD FM;FORMATION;66;459
2/1-8;3610;3621;BLODØKS FM;FORMATION;13;459
2/1-8;3621;3630;HIDRA FM;FORMATION;65;459
2/1-8;3630;3678;RØDBY FM;FORMATION;137;459
2/1-8;3678;3713;TUXEN FM;FORMATION;175;459
2/1-8;3713;3717;RAN SANDSTONE UNITS;FORMATION;125;459
2/1-8;3717;3880;ÅSGARD FM;FORMATION;198;459
2/1-8;3880;3900;MANDAL FM;FORMATION;101;459
2/1-8;3900;3965;FARSUND FM;FORMATION;39;459
2/1-8;3965;4037;HAUGESUND FM;FORMATION;57;459
2/1-8;4037;4063;ULA FM;FORMATION;179;459
2/1-8;4063;4081;BRYNE FM;FORMATION;19;459
2/1-8;4081;4151;SKAGERRAK FM;FORMATION;146;459
2/1-9;2898;2915;BALDER FM;FORMATION;6;1667
2/1-9;2915;2923;SELE FM;FORMATION;142;1667
2/1-9;2923;2982;FORTIES FM;FORMATION;44;1667
2/1-9;2982;3055;LISTA FM;FORMATION;95;1667
2/1-9;3055;3143;VIDAR FM;FORMATION;187;1667
2/1-9;3143;3158;LISTA FM;FORMATION;95;1667
2/1-9;3158;3168;VÅLE FM;FORMATION;190;1667
2/1-9;3168;3256;EKOFISK FM;FORMATION;33;1667
2/1-9;3256;3617;TOR FM;FORMATION;171;1667
2/1-9;3617;3765;HOD FM;FORMATION;66;1667
2/1-9;3765;3783;BLODØKS FM;FORMATION;13;1667
2/1-9;3783;3800;HIDRA FM;FORMATION;65;1667
2/1-9;3800;3838;RØDBY FM;FORMATION;137;1667
2/1-9;3838;3852;SOLA FM;FORMATION;152;1667
2/1-9;3852;3867;TUXEN FM;FORMATION;175;1667
2/1-9;3867;4014;ÅSGARD FM;FORMATION;198;1667
2/1-9;4014;4034;MANDAL FM;FORMATION;101;1667
2/1-9;4034;4048;FARSUND FM;FORMATION;39;1667
2/1-9;4048;4257;ULA FM;FORMATION;179;1667
2/1-9;4257;4289;BRYNE FM;FORMATION;19;1667
2/1-9 A;2898;2915;BALDER FM;FORMATION;6;1867
2/1-9 A;2915;2923;SELE FM;FORMATION;142;1867
2/1-9 A;2923;2982;FORTIES FM;FORMATION;44;1867
2/1-9 A;2982;3055;LISTA FM;FORMATION;95;1867
2/1-9 A;3055;3143;VIDAR FM;FORMATION;187;1867
2/1-9 A;3143;3159;LISTA FM;FORMATION;95;1867
2/1-9 A;3159;3168;VÅLE FM;FORMATION;190;1867
2/1-9 A;3168;3256;EKOFISK FM;FORMATION;33;1867
2/1-9 A;3256;3618;TOR FM;FORMATION;171;1867
2/1-9 A;3618;3788;HOD FM;FORMATION;66;1867
2/1-9 A;3788;3799;BLODØKS FM;FORMATION;13;1867
2/1-9 A;3799;3819;HIDRA FM;FORMATION;65;1867
2/1-9 A;3819;3870;RØDBY FM;FORMATION;137;1867
2/1-9 A;3870;3881;SOLA FM;FORMATION;152;1867
2/1-9 A;3881;3900;TUXEN FM;FORMATION;175;1867
2/1-9 A;3900;4068;ÅSGARD FM;FORMATION;198;1867
2/1-9 A;4068;4084;MANDAL FM;FORMATION;101;1867
2/1-9 A;4084;4099;FARSUND FM;FORMATION;39;1867
2/1-9 A;4099;4379;ULA FM;FORMATION;179;1867
2/1-10;2977;3003;BALDER FM;FORMATION;6;1865
2/1-10;3003;3015;SELE FM;FORMATION;142;1865
2/1-10;3015;3168;LISTA FM;FORMATION;95;1865
2/1-10;3168;3221;VÅLE FM;FORMATION;190;1865
2/1-10;3221;3323;EKOFISK FM;FORMATION;33;1865
2/1-10;3323;3607;TOR FM;FORMATION;171;1865
2/1-10;3607;3789;HOD FM;FORMATION;66;1865
2/1-10;3789;3822;BLODØKS FM;FORMATION;13;1865
2/1-10;3822;3852;HIDRA FM;FORMATION;65;1865
2/1-10;3852;3889;RØDBY FM;FORMATION;137;1865
2/1-10;3889;3914;SOLA FM;FORMATION;152;1865
2/1-10;3914;3964;TUXEN FM;FORMATION;175;1865
2/1-10;3964;4127;ÅSGARD FM;FORMATION;198;1865
2/1-10;4127;4156;MANDAL FM;FORMATION;101;1865
2/1-10;4156;4189;FARSUND FM;FORMATION;39;1865
2/1-10;4189;4322;ULA FM;FORMATION;179;1865
2/1-10;4322;4347;FARSUND FM;FORMATION;39;1865
2/1-10;4347;4435;HAUGESUND FM;FORMATION;57;1865
2/1-10;4435;4525;SKAGERRAK FM;FORMATION;146;1865
2/1-11;3076;3104;BALDER FM;FORMATION;6;2699
2/1-11;3104;3111;SELE FM;FORMATION;142;2699
2/1-11;3111;3140;LISTA FM;FORMATION;95;2699
2/1-11;3140;3142;FORTIES FM;FORMATION;44;2699
2/1-11;3142;3177;LISTA FM;FORMATION;95;2699
2/1-11;3177;3252;VIDAR FM;FORMATION;187;2699
2/1-11;3252;3293;LISTA FM;FORMATION;95;2699
2/1-11;3293;3310;VÅLE FM;FORMATION;190;2699
2/1-11;3310;3421;EKOFISK FM;FORMATION;33;2699
2/1-11;3421;3850;TOR FM;FORMATION;171;2699
2/1-11;3850;4052;HOD FM;FORMATION;66;2699
2/1-11;4052;4055;BLODØKS FM;FORMATION;13;2699
2/1-11;4055;4097;HIDRA FM;FORMATION;65;2699
2/1-11;4097;4143;RØDBY FM;FORMATION;137;2699
2/1-11;4143;4155;SOLA FM;FORMATION;152;2699
2/1-11;4155;4173;TUXEN FM;FORMATION;175;2699
2/1-11;4173;4323;FARSUND FM;FORMATION;39;2699
2/1-11;4323;4506;HAUGESUND FM;FORMATION;57;2699
2/1-11;4506;4617;BRYNE FM;FORMATION;19;2699
2/1-11;4617;4725;SMITH BANK FM;FORMATION;149;2699
2/1-12;2150;2227;VADE FM;FORMATION;184;3648
2/1-12;2227;2622;NO FORMAL NAME;FORMATION;111;3648
2/1-12;2622;2648;BALDER FM;FORMATION;6;3648
2/1-12;2648;2672;SELE FM;FORMATION;142;3648
2/1-12;2672;2750;FORTIES FM;FORMATION;44;3648
2/1-12;2750;2813;LISTA FM;FORMATION;95;3648
2/1-12;2813;2903;VIDAR FM;FORMATION;187;3648
2/1-12;2903;2920;LISTA FM;FORMATION;95;3648
2/1-12;2920;2929;VÅLE FM;FORMATION;190;3648
2/1-12;2929;2990;EKOFISK FM;FORMATION;33;3648
2/1-12;2990;3140;TOR FM;FORMATION;171;3648
2/1-12;3140;3144;RØDBY FM;FORMATION;137;3648
2/1-12;3144;3153;SOLA FM;FORMATION;152;3648
2/1-12;3153;3158;TUXEN FM;FORMATION;175;3648
2/1-12;3158;3250;ÅSGARD FM;FORMATION;198;3648
2/1-12;3250;3251;MANDAL FM;FORMATION;101;3648
2/1-12;3251;3341;ULA FM;FORMATION;179;3648
2/1-12;3341;3384;FARSUND FM;FORMATION;39;3648
2/1-12;3384;3513;HAUGESUND FM;FORMATION;57;3648
2/1-12;3513;3548;ULA FM;FORMATION;179;3648
2/1-12;3548;3550;BRYNE FM;FORMATION;19;3648
2/1-13 S;3092;3116;BALDER FM;FORMATION;6;5975
2/1-13 S;3116;3123;SELE FM;FORMATION;142;5975
2/1-13 S;3123;3151;LISTA FM;FORMATION;95;5975
2/1-13 S;3151;3254;VIDAR FM;FORMATION;187;5975
2/1-13 S;3254;3290;LISTA FM;FORMATION;95;5975
2/1-13 S;3290;3308;VÅLE FM;FORMATION;190;5975
2/1-13 S;3308;3422;EKOFISK FM;FORMATION;33;5975
2/1-13 S;3422;3824;TOR FM;FORMATION;171;5975
2/1-13 S;3824;4065;HOD FM;FORMATION;66;5975
2/1-13 S;4065;4115;HIDRA FM;FORMATION;65;5975
2/1-13 S;4115;4137;RØDBY FM;FORMATION;137;5975
2/1-13 S;4137;4149;SOLA FM;FORMATION;152;5975
2/1-13 S;4149;4176;TUXEN FM;FORMATION;175;5975
2/1-13 S;4176;4241;HAUGESUND FM;FORMATION;57;5975
2/1-13 S;4241;4362;BRYNE FM;FORMATION;19;5975
2/1-13 S;4362;4435;SKAGERRAK FM;FORMATION;146;5975
2/1-14 S;1962;3211;NO FORMAL NAME;FORMATION;111;5995
2/1-14 S;3211;3839;VADE FM;FORMATION;184;5995
2/1-14 S;3839;4253;NO FORMAL NAME;FORMATION;111;5995
2/1-14 S;4253;4392;BALDER FM;FORMATION;6;5995
2/1-14 S;4392;4496;SELE FM;FORMATION;142;5995
2/1-14 S;4496;4568;SELE FM;FORMATION;142;5995
2/1-14 S;4568;4640;LISTA FM;FORMATION;95;5995
2/1-14 S;4640;4877;VIDAR FM;FORMATION;187;5995
2/1-14 S;4877;4916;LISTA FM;FORMATION;95;5995
2/1-14 S;4916;4955;VÅLE FM;FORMATION;190;5995
2/1-14 S;4955;5180;EKOFISK FM;FORMATION;33;5995
2/1-14 S;5180;5598;TOR FM;FORMATION;171;5995
2/1-14 S;5598;5719;HOD FM;FORMATION;66;5995
2/1-14 S;5719;5729;BLODØKS FM;FORMATION;13;5995
2/1-14 S;5729;5739;HIDRA FM;FORMATION;65;5995
2/1-14 S;5739;5760;RØDBY FM;FORMATION;137;5995
2/1-14 S;5760;5785;SOLA FM;FORMATION;152;5995
2/1-14 S;5785;5820;TUXEN FM;FORMATION;175;5995
2/1-14 S;5820;5947;ÅSGARD FM;FORMATION;198;5995
2/1-14 S;5947;6022;MANDAL FM;FORMATION;101;5995
2/1-14 S;6022;6036;ULA FM;FORMATION;179;5995
2/1-14 S;6036;6111;BRYNE FM;FORMATION;19;5995
2/1-15;114;1726;UNDIFFERENTIATED;FORMATION;182;7219
2/1-15;1726;2199;UNDIFFERENTIATED;FORMATION;182;7219
2/1-15;2199;2259;VADE FM;FORMATION;184;7219
2/1-15;2259;2664;UNDIFFERENTIATED;FORMATION;182;7219
2/1-15;2664;2706;BALDER FM;FORMATION;6;7219
2/1-15;2706;2745;SELE FM;FORMATION;142;7219
2/1-15;2745;2851;LISTA FM;FORMATION;95;7219
2/1-15;2851;2931;VIDAR FM;FORMATION;187;7219
2/1-15;2931;2941;VÅLE FM;FORMATION;190;7219
2/1-15;2941;3019;EKOFISK FM;FORMATION;33;7219
2/1-15;3019;3245;TOR FM;FORMATION;171;7219
2/1-15;3245;3285;HOD FM;FORMATION;66;7219
2/1-15;3285;3289;RØDBY FM;FORMATION;137;7219
2/1-15;3289;3310;SOLA FM;FORMATION;152;7219
2/1-15;3310;3317;TUXEN FM;FORMATION;175;7219
2/1-15;3317;3393;ÅSGARD FM;FORMATION;198;7219
2/1-15;3393;3431;HAUGESUND FM;FORMATION;57;7219
2/1-15;3431;3450;SANDNES FM;FORMATION;139;7219
2/1-15;3450;3523;BRYNE FM;FORMATION;19;7219
2/1-15;3523;3554;UNDIFFERENTIATED;FORMATION;182;7219
2/1-16 S;110;1702;UNDIFFERENTIATED;FORMATION;182;7180
2/1-16 S;1702;2237;NO FORMAL NAME;FORMATION;111;7180
2/1-16 S;2237;2280;VADE FM;FORMATION;184;7180
2/1-16 S;2280;2522;UNDIFFERENTIATED;FORMATION;182;7180
2/1-16 S;2522;2722;NO FORMAL NAME;FORMATION;111;7180
2/1-16 S;2722;2751;BALDER FM;FORMATION;6;7180
2/1-16 S;2751;2798;SELE FM;FORMATION;142;7180
2/1-16 S;2798;2852;FORTIES FM;FORMATION;44;7180
2/1-16 S;2852;2890;LISTA FM;FORMATION;95;7180
2/1-16 S;2890;2988;VADE FM;FORMATION;184;7180
2/1-16 S;2988;2997;VÅLE FM;FORMATION;190;7180
2/1-16 S;2997;3075;EKOFISK FM;FORMATION;33;7180
2/1-16 S;3075;3294;TOR FM;FORMATION;171;7180
2/1-16 S;3294;3295;RØDBY FM;FORMATION;137;7180
2/1-16 S;3295;3296;SOLA FM;FORMATION;152;7180
2/1-16 S;3296;3305;TUXEN FM;FORMATION;175;7180
2/1-16 S;3305;3434;ÅSGARD FM;FORMATION;198;7180
2/1-16 S;3434;3448;MANDAL FM;FORMATION;101;7180
2/1-16 S;3448;3490;FARSUND FM;FORMATION;39;7180
2/1-16 S;3490;3659;ULA FM;FORMATION;179;7180
2/1-16 S;3659;3701;FARSUND FM;FORMATION;39;7180
2/1-16 S;3701;3891;ULA FM;FORMATION;179;7180
2/2-1;2100;2172;VADE FM;FORMATION;184;46
2/2-1;2172;2658;NO FORMAL NAME;FORMATION;111;46
2/2-1;2658;2678;BALDER FM;FORMATION;6;46
2/2-1;2678;2730;SELE FM;FORMATION;142;46
2/2-1;2730;2781;LISTA FM;FORMATION;95;46
2/2-1;2781;2815;MAUREEN FM;FORMATION;102;46
2/2-1;2815;3128;TOR FM;FORMATION;171;46
2/2-1;3128;3225;HOD FM;FORMATION;66;46
2/2-1;3314;3322;MANDAL FM;FORMATION;101;46
2/2-1;3322;3357;FARSUND FM;FORMATION;39;46
2/2-1;3357;3752;ULA FM;FORMATION;179;46
2/2-1;3752;3820;BRYNE FM;FORMATION;19;46
2/2-1;3820;3947;SKAGERRAK FM;FORMATION;146;46
2/2-2;1978;2057;VADE FM;FORMATION;184;80
2/2-2;2057;2326;NO FORMAL NAME;FORMATION;111;80
2/2-2;2326;2358;BALDER FM;FORMATION;6;80
2/2-2;2358;2389;SELE FM;FORMATION;142;80
2/2-2;2389;2512;LISTA FM;FORMATION;95;80
2/2-2;2512;2639;TOR FM;FORMATION;171;80
2/2-2;2639;2754;HOD FM;FORMATION;66;80
2/2-2;2908;2917;MANDAL FM;FORMATION;101;80
2/2-2;2917;2995;BRYNE FM;FORMATION;19;80
2/2-2;2995;3105;SMITH BANK FM;FORMATION;149;80
2/2-3;2827;2855;BALDER FM;FORMATION;6;3
2/2-3;2855;2906;SELE FM;FORMATION;142;3
2/2-3;2906;2947;LISTA FM;FORMATION;95;3
2/2-3;2947;2965;MAUREEN FM;FORMATION;102;3
2/2-3;2965;3090;EKOFISK FM;FORMATION;33;3
2/2-3;3090;3442;TOR FM;FORMATION;171;3
2/2-3;3442;3494;HOD FM;FORMATION;66;3
2/2-3;3494;3499;RØDBY FM;FORMATION;137;3
2/2-3;3499;3523;SOLA FM;FORMATION;152;3
2/2-3;3523;3527;MANDAL FM;FORMATION;101;3
2/2-3;3527;3880;FARSUND FM;FORMATION;39;3
2/2-3;3880;3930;ULA FM;FORMATION;179;3
2/2-3;3930;4100;SMITH BANK FM;FORMATION;149;3
2/2-4;2086;2184;VADE FM;FORMATION;184;1188
2/2-4;2184;2666;NO FORMAL NAME;FORMATION;111;1188
2/2-4;2666;2684;BALDER FM;FORMATION;6;1188
2/2-4;2684;2698;SELE FM;FORMATION;142;1188
2/2-4;2698;2777;LISTA FM;FORMATION;95;1188
2/2-4;2777;2826;MAUREEN FM;FORMATION;102;1188
2/2-4;2826;2847;EKOFISK FM;FORMATION;33;1188
2/2-4;2847;3135;TOR FM;FORMATION;171;1188
2/2-4;3135;3213;HOD FM;FORMATION;66;1188
2/2-4;3213;3308;ÅSGARD FM;FORMATION;198;1188
2/2-4;3308;3313;MANDAL FM;FORMATION;101;1188
2/2-4;3313;3324;FARSUND FM;FORMATION;39;1188
2/2-4;3324;3902;ULA FM;FORMATION;179;1188
2/2-4;3902;3969;BRYNE FM;FORMATION;19;1188
2/2-4;3969;4020;SMITH BANK FM;FORMATION;149;1188
2/2-5;2184;2746;VADE FM;FORMATION;184;1846
2/2-5;2746;2778;BALDER FM;FORMATION;6;1846
2/2-5;2778;2836;SELE FM;FORMATION;142;1846
2/2-5;2836;2898;LISTA FM;FORMATION;95;1846
2/2-5;2898;2947;VÅLE FM;FORMATION;190;1846
2/2-5;2947;3009;EKOFISK FM;FORMATION;33;1846
2/2-5;3009;3204;TOR FM;FORMATION;171;1846
2/2-5;3204;3262;HOD FM;FORMATION;66;1846
2/2-5;3262;3281;RØDBY FM;FORMATION;137;1846
2/2-5;3281;3285;TUXEN FM;FORMATION;175;1846
2/2-5;3285;3418;ÅSGARD FM;FORMATION;198;1846
2/2-5;3418;3426;MANDAL FM;FORMATION;101;1846
2/2-5;3426;3538;FARSUND FM;FORMATION;39;1846
2/2-5;3538;3989;ULA FM;FORMATION;179;1846
2/2-6;2302;2319;VADE FM;FORMATION;184;6346
2/2-6;2319;2860;NO FORMAL NAME;FORMATION;111;6346
2/2-6;2860;2898;BALDER FM;FORMATION;6;6346
2/2-6;2898;2946;SELE FM;FORMATION;142;6346
2/2-6;2946;2964;LISTA FM;FORMATION;95;6346
2/2-6;2964;3016;VÅLE FM;FORMATION;190;6346
2/2-6;3016;3094;EKOFISK FM;FORMATION;33;6346
2/2-6;3094;3436;TOR FM;FORMATION;171;6346
2/2-6;3436;3486;HOD FM;FORMATION;66;6346
2/2-6;3486;3500;UNDIFFERENTIATED;FORMATION;182;6346
2/2-6;3500;3503;TUXEN FM;FORMATION;175;6346
2/2-6;3503;3585;ÅSGARD FM;FORMATION;198;6346
2/2-6;3585;3588;MANDAL FM;FORMATION;101;6346
2/2-6;3588;4105;FARSUND FM;FORMATION;39;6346
2/3-1;2135;2153;BALDER FM;FORMATION;6;162
2/3-1;2153;2175;SELE FM;FORMATION;142;162
2/3-1;2175;2243;LISTA FM;FORMATION;95;162
2/3-1;2243;2359;TOR FM;FORMATION;171;162
2/3-1;2580;2832;SKAGERRAK FM;FORMATION;146;162
2/3-1;2832;2917;SMITH BANK FM;FORMATION;149;162
2/3-2;1795;1855;VADE FM;FORMATION;184;169
2/3-2;1855;2186;NO FORMAL NAME;FORMATION;111;169
2/3-2;2186;2212;BALDER FM;FORMATION;6;169
2/3-2;2212;2290;FISKEBANK FM;FORMATION;41;169
2/3-2;2290;2297;VIDAR FM;FORMATION;187;169
2/3-3;2267;2283;BALDER FM;FORMATION;6;198
2/3-3;2283;2340;SELE FM;FORMATION;142;198
2/3-3;2340;2443;LISTA FM;FORMATION;95;198
2/3-3;2443;2484;EKOFISK FM;FORMATION;33;198
2/3-3;2484;2630;TOR FM;FORMATION;171;198
2/3-3;2630;2678;HOD FM;FORMATION;66;198
2/3-3;2678;2710;RØDBY FM;FORMATION;137;198
2/3-3;2710;2825;SOLA FM;FORMATION;152;198
2/3-3;2825;2850;MANDAL FM;FORMATION;101;198
2/3-3;2850;2875;FARSUND FM;FORMATION;39;198
2/3-3;2875;2930;SKAGERRAK FM;FORMATION;146;198
2/3-4;2527;2548;BALDER FM;FORMATION;6;129
2/3-4;2548;2592;SELE FM;FORMATION;142;129
2/3-4;2592;2613;LISTA FM;FORMATION;95;129
2/3-4;2613;2719;MAUREEN FM;FORMATION;102;129
2/3-4;2719;2796;EKOFISK FM;FORMATION;33;129
2/3-4;2796;2925;TOR FM;FORMATION;171;129
2/3-4;2925;2930;RØDBY FM;FORMATION;137;129
2/3-4;2930;3005;SOLA FM;FORMATION;152;129
2/3-4;3005;3006;MANDAL FM;FORMATION;101;129
2/3-4;3006;3215;ULA FM;FORMATION;179;129
2/3-4;3215;3332;BRYNE FM;FORMATION;19;129
2/3-4;3332;3377;SMITH BANK FM;FORMATION;149;129
2/4-2;2904;2911;BALDER FM;FORMATION;6;172
2/4-2;2911;2970;SELE FM;FORMATION;142;172
2/4-2;2970;3017;LISTA FM;FORMATION;95;172
2/4-2;3017;3050;VÅLE FM;FORMATION;190;172
2/4-2;3050;3203;EKOFISK FM;FORMATION;33;172
2/4-2;3203;3305;TOR FM;FORMATION;171;172
2/4-3;2960;2969;BALDER FM;FORMATION;6;97
2/4-3;2969;2976;SELE FM;FORMATION;142;97
2/4-3;2976;3005;LISTA FM;FORMATION;95;97
2/4-3;3005;3023;VIDAR FM;FORMATION;187;97
2/4-3;3023;3076;LISTA FM;FORMATION;95;97
2/4-3;3076;3090;VÅLE FM;FORMATION;190;97
2/4-3;3090;3253;EKOFISK FM;FORMATION;33;97
2/4-3;3253;3431;TOR FM;FORMATION;171;97
2/4-4;2978;2989;BALDER FM;FORMATION;6;174
2/4-4;2989;2994;SELE FM;FORMATION;142;174
2/4-4;2994;3116;LISTA FM;FORMATION;95;174
2/4-4;3116;3259;EKOFISK FM;FORMATION;33;174
2/4-4;3259;3424;TOR FM;FORMATION;171;174
2/4-5;2905;2914;BALDER FM;FORMATION;6;177
2/4-5;2914;2950;SELE FM;FORMATION;142;177
2/4-5;2950;3024;LISTA FM;FORMATION;95;177
2/4-5;3024;3037;VÅLE FM;FORMATION;190;177
2/4-5;3037;3164;EKOFISK FM;FORMATION;33;177
2/4-5;3164;3320;TOR FM;FORMATION;171;177
2/4-6;2958;2966;BALDER FM;FORMATION;6;181
2/4-6;2966;2971;SELE FM;FORMATION;142;181
2/4-6;2971;3091;LISTA FM;FORMATION;95;181
2/4-6;3091;3110;VÅLE FM;FORMATION;190;181
2/4-6;3110;3270;EKOFISK FM;FORMATION;33;181
2/4-6;3270;3411;TOR FM;FORMATION;171;181
2/4-7;3048;3060;BALDER FM;FORMATION;6;196
2/4-7;3060;3070;SELE FM;FORMATION;142;196
2/4-7;3070;3162;LISTA FM;FORMATION;95;196
2/4-7;3162;3175;VÅLE FM;FORMATION;190;196
2/4-7;3175;3304;EKOFISK FM;FORMATION;33;196
2/4-7;3304;3494;TOR FM;FORMATION;171;196
2/4-8;2882;2893;BALDER FM;FORMATION;6;252
2/4-8;2893;2920;SELE FM;FORMATION;142;252
2/4-8;2920;2974;LISTA FM;FORMATION;95;252
2/4-8;2974;2985;VÅLE FM;FORMATION;190;252
2/4-8;2985;3086;EKOFISK FM;FORMATION;33;252
2/4-8;3086;3383;TOR FM;FORMATION;171;252
2/4-8;3383;3444;HOD FM;FORMATION;66;252
2/4-8;3444;3460;BLODØKS FM;FORMATION;13;252
2/4-8;3460;3484;HIDRA FM;FORMATION;65;252
2/4-8;3484;3677;RØDBY FM;FORMATION;137;252
2/4-8;3677;3696;MANDAL FM;FORMATION;101;252
2/4-9;3021;3037;BALDER FM;FORMATION;6;253
2/4-9;3037;3042;SELE FM;FORMATION;142;253
2/4-9;3042;3092;LISTA FM;FORMATION;95;253
2/4-9;3092;3118;VIDAR FM;FORMATION;187;253
2/4-9;3118;3197;LISTA FM;FORMATION;95;253
2/4-9;3197;3215;VÅLE FM;FORMATION;190;253
2/4-9;3215;3306;EKOFISK FM;FORMATION;33;253
2/4-9;3306;3647;TOR FM;FORMATION;171;253
2/4-9;3647;3752;HOD FM;FORMATION;66;253
2/4-10;3020;3033;BALDER FM;FORMATION;6;254
2/4-10;3033;3079;SELE FM;FORMATION;142;254
2/4-10;3079;3111;LISTA FM;FORMATION;95;254
2/4-10;3111;3150;VIDAR FM;FORMATION;187;254
2/4-10;3150;3155;LISTA FM;FORMATION;95;254
2/4-10;3155;3162;VÅLE FM;FORMATION;190;254
2/4-10;3162;3293;EKOFISK FM;FORMATION;33;254
2/4-10;3293;3418;TOR FM;FORMATION;171;254
2/4-11;2939;2960;BALDER FM;FORMATION;6;255
2/4-11;2960;2987;SELE FM;FORMATION;142;255
2/4-11;2987;3060;LISTA FM;FORMATION;95;255
2/4-11;3060;3094;VIDAR FM;FORMATION;187;255
2/4-11;3094;3131;LISTA FM;FORMATION;95;255
2/4-11;3131;3146;VÅLE FM;FORMATION;190;255
2/4-11;3146;3268;EKOFISK FM;FORMATION;33;255
2/4-11;3268;3542;TOR FM;FORMATION;171;255
2/4-11;3542;3747;HOD FM;FORMATION;66;255
2/4-11;3747;3764;BLODØKS FM;FORMATION;13;255
2/4-11;3764;3787;HIDRA FM;FORMATION;65;255
2/4-11;3787;3818;RØDBY FM;FORMATION;137;255
2/4-11;3818;3969;ÅSGARD FM;FORMATION;198;255
2/4-11;3969;3990;MANDAL FM;FORMATION;101;255
2/4-11;3990;4211;FARSUND FM;FORMATION;39;255
2/4-12;3010;3027;BALDER FM;FORMATION;6;256
2/4-12;3027;3060;SELE FM;FORMATION;142;256
2/4-12;3060;3091;FORTIES FM;FORMATION;44;256
2/4-12;3091;3167;LISTA FM;FORMATION;95;256
2/4-12;3167;3195;VÅLE FM;FORMATION;190;256
2/4-12;3195;3302;EKOFISK FM;FORMATION;33;256
2/4-12;3302;3383;TOR FM;FORMATION;171;256
2/4-14;3142;3162;BALDER FM;FORMATION;6;1343
2/4-14;3162;3176;SELE FM;FORMATION;142;1343
2/4-14;3176;3217;LISTA FM;FORMATION;95;1343
2/4-14;3217;3262;VIDAR FM;FORMATION;187;1343
2/4-14;3262;3307;LISTA FM;FORMATION;95;1343
2/4-14;3307;3318;VÅLE FM;FORMATION;190;1343
2/4-14;3318;3443;EKOFISK FM;FORMATION;33;1343
2/4-14;3443;4010;TOR FM;FORMATION;171;1343
2/4-14;4010;4542;HOD FM;FORMATION;66;1343
2/4-14;4542;4561;BLODØKS FM;FORMATION;13;1343
2/4-14;4561;4634;HIDRA FM;FORMATION;65;1343
2/4-14;4634;4654;RØDBY FM;FORMATION;137;1343
2/4-14;4654;4702;ÅSGARD FM;FORMATION;198;1343
2/4-14;4702;4729;MANDAL FM;FORMATION;101;1343
2/4-14 R;3154;3174;BALDER FM;FORMATION;6;1440
2/4-14 R;3174;3188;SELE FM;FORMATION;142;1440
2/4-14 R;3188;3229;LISTA FM;FORMATION;95;1440
2/4-14 R;3229;3274;VIDAR FM;FORMATION;187;1440
2/4-14 R;3274;3319;LISTA FM;FORMATION;95;1440
