coor_ns;coor_ew;npd_id
58.706322;2.165297;7631
58.584186;2.172761;7731
58.671142;2.240361;8353
58.648239;2.494358;189
58.745431;2.632833;6720
58.731653;2.557956;7123
58.71305;2.598806;7258
58.640511;2.348456;7285
58.544558;2.529306;7962
58.703369;2.519114;8762
58.726992;2.35325;8704
58.701667;2.912222;148
58.33955;2.313878;146
58.474028;2.0342;40
58.4061;2.135572;75
58.286042;2.025019;91
58.35175;2.082267;134
58.260897;2.043344;3067
58.285147;2.064169;3244
58.339461;2.009764;4612
58.254858;2.290281;6382
58.499044;2.025394;6607
58.381375;2.068067;7750
58.381375;2.068067;7772
58.456889;2.432444;335
58.349947;2.41655;234
58.295389;2.581806;7115
58.378189;2.804719;151
58.056578;2.053903;901
58.140717;2.037475;1767
58.221817;2.326194;2703
58.083211;2.199222;3531
58.000994;2.1321;7021
58.067778;2.568889;112
58.185333;2.469222;336
58.917361;3.805925;2576
58.598333;3.268056;153
58.737628;3.926369;6501
58.474239;3.837828;337
58.474239;3.837828;515
58.031667;3.166111;161
58.21;3.343028;906
58.115253;3.369392;338
58.188139;3.9395;339
58.188139;3.9395;514
58.138806;3.703028;340
58.192456;3.862239;341
58.177106;3.919736;6137
58.177106;3.919736;6178
58.177106;3.919736;6211
58.077292;4.116897;342
58.072583;4.533361;343
59.600069;1.923656;443
59.559003;1.954794;3397
59.579047;1.913181;4728
59.579083;1.9128;4745
59.2693;1.791994;344
59.270119;1.920072;345
59.373717;1.774244;346
59.389431;1.788969;1714
59.485144;1.919672;2244
59.48375;1.957539;2288
59.4785;1.962358;4910
59.4785;1.962358;4919
59.4785;1.962358;4926
59.4785;1.962358;4930
59.366664;1.954992;5563
59.327914;1.838131;6239
59.327914;1.838131;6254
59.327914;1.838131;6222
59.276314;1.926703;6560
59.276314;1.926703;6531
59.485219;1.835458;8158
59.349708;1.830131;8332
59.349708;1.830131;8333
59.349708;1.830131;8331
59.297758;1.767317;8613
59.297758;1.767317;8845
59.297758;1.767317;8847
59.364419;1.781192;8686
59.364419;1.781192;8621
59.341392;1.832033;8676
59.341392;1.832033;8675
59.041611;1.882758;347
59.041611;1.882758;513
59.200208;1.881483;348
59.099314;1.789814;2823
59.193597;1.761858;4383
59.111572;1.789236;5638
59.065039;1.754233;6328
59.888167;2.078528;190
59.935556;2.081833;195
59.901389;2.168056;349
59.997919;2.265222;350
59.874422;2.110275;351
59.782689;2.095064;352
59.918967;2.081203;463
59.918967;2.081203;1031
59.918967;2.081203;1279
59.918967;2.081203;1395
59.918967;2.081203;1534
59.900911;2.102719;472
59.900911;2.102719;1030
59.900911;2.102719;1644
59.900911;2.102719;1396
59.900911;2.102719;1286
59.837039;2.225067;1001
59.952383;2.096697;1219
59.790311;2.218453;6187
59.790311;2.218453;6376
59.790311;2.218453;6368
59.857417;2.182417;6440
59.820961;2.276956;8658
59.925056;2.383889;353
59.893;2.3375;354
59.819361;2.355944;355
59.978914;2.383022;356
59.800389;2.47175;357
59.759319;2.551656;358
59.905669;2.640519;47
59.912539;2.341006;131
59.886156;2.370858;477
59.886611;2.502314;855
59.886611;2.502314;1178
59.874406;2.51655;1036
59.963428;2.394661;1290
59.963428;2.394661;1355
59.793803;2.453478;1459
59.764867;2.589733;1712
59.814872;2.501722;1938
59.814872;2.501722;2095
59.814872;2.501722;2116
59.752131;2.409194;4385
59.865869;2.630664;6215
59.825031;2.631694;8043
59.825031;2.631694;8056
59.825031;2.631694;8061
59.825031;2.631694;8023
59.874547;2.629336;8250
59.874547;2.629336;8249
59.874181;2.458119;8773
59.874197;2.458578;8814
59.931386;2.772594;1419
59.57425;2.222944;359
59.596253;2.314278;360
59.512278;2.091361;361
59.602397;2.2074;362
59.567986;2.194225;201
59.709842;2.317903;1703
59.709842;2.317903;4819
59.547794;2.019697;4716
59.514539;2.063122;4765
59.672361;2.277975;4278
59.514286;2.003828;6255
59.514286;2.003828;6253
59.7497;2.155183;8227
59.510894;2.074244;8452
59.510894;2.074244;8451
59.510894;2.074244;8486
59.510894;2.074244;8485
59.572614;2.075103;8868
59.572614;2.075103;8890
59.572614;2.075103;8867
59.729775;2.570406;884
59.729775;2.570406;1131
59.703689;2.535717;1346
59.585558;2.629706;1488
59.609228;2.475575;1691
59.554492;2.344572;2661
59.738569;2.398003;6167
59.662017;2.570942;6423
59.618333;2.395556;7308
59.617969;2.396422;7345
59.525567;2.800575;524
59.561064;2.8204;1949
59.700842;2.9239;3885
59.686186;2.883675;6507
59.590867;2.760958;7662
59.509781;2.9141;8688
59.309786;2.268158;898
59.274608;2.207247;1494
59.435781;2.324444;2623
59.258333;2.266386;3114
59.494392;2.017622;3132
59.487511;2.010372;4141
59.316653;2.21185;8846
59.250556;2.493169;173
59.395469;2.376894;363
59.272647;2.521736;364
59.258697;2.611936;1986
59.457528;2.364486;2390
59.457528;2.364486;3192
59.471783;2.337603;2573
59.474564;2.574603;2612
59.431075;2.405203;2690
59.431075;2.405203;2696
59.431075;2.405203;2646
59.468356;2.506917;2988
59.468356;2.506917;3025
59.272969;2.535111;3062
59.301944;2.4475;3209
59.289603;2.444292;3772
59.289603;2.444292;3771
59.36175;2.363361;4438
59.298164;2.506119;4805
59.266147;2.449869;5000
59.415625;2.483983;6128
59.415625;2.483983;6082
59.392261;2.333944;6185
59.392261;2.333944;6261
59.250319;2.616825;7388
59.449644;2.709908;2476
59.382294;2.696358;4736
59.382294;2.696358;4737
59.382294;2.696358;4735
59.434731;2.678578;6189
59.423433;2.787528;7299
59.189367;2.319953;441
59.189367;2.319953;512
59.160908;2.1933;180
59.160908;2.1933;511
59.215694;2.328258;182
59.190425;2.33045;217
59.190425;2.33045;510
59.180344;2.324158;365
59.135747;2.027094;2728
59.082678;2.139931;2769
59.030133;2.223708;2955
59.030133;2.223708;3098
59.109631;2.168833;6120
59.184864;2.297417;6345
59.21335;2.128414;6563
59.043533;2.303642;7293
59.161811;2.239908;7704
59.167003;2.245406;7794
59.087347;2.237136;8005
59.036911;2.228231;8491
59.036911;2.228231;8492
59.036911;2.228231;8551
59.036911;2.228231;8490
59.182597;2.406914;143
59.216806;2.409264;184
59.176081;2.437608;185
59.160361;2.390703;186
59.202589;2.365439;366
59.182953;2.394203;367
59.175853;2.363119;368
59.188147;2.361089;369
59.170561;2.375233;213
59.169094;2.349444;370
59.196444;2.346508;371
59.200725;2.381039;372
59.190692;2.390025;373
59.188142;2.3699;1672
59.188142;2.3699;1907
59.184306;2.484394;1872
59.118486;2.385056;1920
59.057406;2.485164;1921
59.152347;2.474664;2358
59.213467;2.401911;2562
59.213467;2.401911;3117
59.145728;2.562297;2667
59.162064;2.464742;2812
59.162064;2.464742;2701
59.161186;2.523925;3243
59.235342;2.351289;3755
59.103522;2.341036;5470
59.146844;2.3892;5643
59.146844;2.3892;5642
59.234225;2.611386;7105
59.237525;2.547153;7179
59.008644;2.366464;7776
59.046789;2.439389;8733
59.029722;2.821417;374
59.610511;3.02035;1046
59.73945;3.101019;4925
59.671919;3.64325;7142
59.000519;3.07075;7609
60.963956;1.937014;904
60.538317;1.990014;375
60.475886;1.999708;31
60.868172;2.646989;72
60.831636;2.664347;457
60.846958;2.655467;1970
60.855936;2.650147;5784
60.904264;2.669919;376
60.904264;2.669919;509
60.797008;2.921683;203
60.797008;2.921683;508
60.769844;2.95155;10
60.765792;2.858389;460
60.765792;2.858389;4454
60.782728;2.897972;1950
60.782742;2.897764;2269
60.782772;2.897764;3176
60.782772;2.897764;3229
60.782772;2.897764;4453
60.782772;2.897764;2632
60.782742;2.897853;3995
60.782742;2.897853;3899
60.792853;2.695358;4053
60.795417;2.686611;6045
60.622464;2.159614;377
60.516972;2.046172;378
60.506233;2.014825;7961
60.530444;2.369917;379
60.504528;2.636864;2886
60.657278;2.659222;6055
60.657278;2.659222;6043
60.554194;2.777322;380
60.536711;2.769753;381
60.581383;2.783725;382
60.509906;2.848272;383
60.689056;2.953081;118
60.612064;2.831697;39
60.644303;2.756039;73
60.536644;2.972386;77
60.500694;2.7815;83
60.500694;2.7815;1562
60.608203;2.773539;92
60.608203;2.773539;56
60.724828;2.74495;58
60.554331;2.823142;4
60.554053;2.822711;7
60.554053;2.822711;1005
60.635469;2.989378;53
60.538469;2.763789;110
60.658811;2.693789;333
60.571047;2.749956;487
60.571047;2.749956;894
60.571047;2.749956;849
60.508514;2.689069;488
60.716119;2.91505;489
60.716119;2.91505;2366
60.622367;2.705144;892
60.643022;2.729889;1037
60.643022;2.729889;2375
60.732572;2.981422;1225
60.732572;2.981422;2373
60.682781;2.933047;1545
60.682781;2.933047;2141
60.700761;2.692856;1855
60.512544;2.721069;3578
60.527694;2.710447;4416
60.558014;2.679333;4425
60.566519;2.744639;6768
60.608175;2.776044;7801
60.718531;2.734286;8569
60.490997;2.026247;384
60.490572;2.028014;385
60.2859;2.248456;386
60.491589;2.056756;387
60.491719;2.057611;388
60.491617;2.057261;389
60.491617;2.057261;507
60.272028;2.268694;390
60.4953;2.005711;216
60.4953;2.005711;506
60.463036;2.635147;2730
60.463036;2.635147;2430
60.463036;2.635147;2719
60.456808;2.363311;2723
60.444594;2.64945;3246
60.334731;2.602589;5974
60.470953;2.604328;8315
60.473636;2.879272;65
60.464722;2.820286;11
60.464722;2.820286;937
60.471203;2.760431;55
60.471203;2.760431;102
60.470231;2.758903;452
60.358706;2.893636;478
60.384381;2.832108;1027
60.417989;2.751944;1306
60.423917;2.79955;1421
60.423917;2.79955;1461
60.330861;2.874853;1442
60.389778;2.786989;1514
60.324414;2.928889;1673
60.324414;2.928889;1705
60.432525;2.859694;1717
60.432525;2.859694;1770
60.432525;2.859694;4584
60.360469;2.721606;1811
60.360469;2.721606;4586
60.386422;2.705381;2076
60.371842;2.923556;2223
60.252875;2.750233;2361
60.294189;2.822067;2355
60.294189;2.822067;2569
60.294081;2.822942;2552
60.459828;2.69415;3561
60.459828;2.69415;3593
60.317131;2.800939;4463
60.424756;2.694019;5805
60.424756;2.694019;5800
60.292161;2.701622;6034
60.4591;2.985456;6182
60.484639;2.712;6210
60.335036;2.796564;7249
60.456889;2.695161;7491
60.400147;2.671044;7522
60.431272;2.744383;7869
60.005658;2.068658;391
60.083019;2.161878;392
60.053408;2.167239;393
60.006964;2.068386;394
60.007189;2.068658;395
60.153792;2.210383;1816
60.19115;2.124242;2015
60.006231;2.521167;396
60.125889;2.651444;397
60.044053;2.537631;62
60.045544;2.544297;98
60.147331;2.566547;2986
60.159036;2.624978;4950
60.0059;2.373783;5919
60.0059;2.373783;6085
60.217508;2.4895;6611
60.217508;2.4895;6540
60.103017;2.587067;7281
60.103017;2.587067;7280
60.234519;2.510322;7595
60.234519;2.510322;7602
60.074953;2.635783;7914
60.074953;2.635783;7896
60.083406;2.593378;7922
60.083406;2.593378;7921
60.165553;2.593086;7948
60.165494;2.593092;7949
60.191642;2.586411;7982
60.191642;2.586411;7983
60.191642;2.586411;7984
60.145639;2.851817;2248
60.028514;2.767567;8850
60.819128;3.315036;5765
60.771989;3.554408;398
60.771989;3.554408;505
60.779944;3.623194;227
60.779944;3.623194;504
60.841067;3.586339;236
60.856547;3.512314;208
60.856547;3.512314;502
60.856547;3.512314;503
60.771167;3.431517;210
60.771167;3.431517;500
60.771167;3.431517;501
60.903769;3.647092;399
60.857203;3.452558;70
60.959172;3.497178;78
60.881761;3.467619;88
60.79415;3.494294;90
60.824378;3.425044;6
60.834833;3.513464;14
60.787264;3.434286;93
60.857367;3.427133;106
60.923736;3.567381;439
60.766667;3.424319;1453
60.766667;3.424319;1820
60.882522;3.451608;1898
60.882522;3.451608;1899
60.882522;3.451608;2106
60.882522;3.451608;1885
60.902914;3.578275;1988
60.902914;3.578275;2038
60.910417;3.371478;2798
60.799806;3.449361;4636
60.971381;3.46715;7416
60.779961;3.734278;20
60.869836;3.678275;100
60.833969;3.843933;447
60.96425;3.688014;7292
60.605056;3.008972;400
60.604056;3.007417;401
60.586722;3.093917;402
60.666978;3.115033;214
60.558589;3.056992;403
60.521278;3.032694;43
60.568947;3.018283;235
60.523006;3.002664;312
60.533969;3.090811;1026
60.624939;3.187808;2617
60.611828;3.100483;4147
60.595944;3.164433;5051
60.595944;3.164433;5054
60.725881;3.549169;27
60.725914;3.547983;32
60.725914;3.547983;499
60.743658;3.439011;101
60.721164;3.561961;1689
60.721164;3.561961;1832
60.721164;3.561961;5335
60.721164;3.561961;1669
60.697128;3.485761;2059
60.697128;3.485761;4593
60.722161;3.357319;4128
60.645803;3.681189;22
60.582844;3.915489;34
60.582844;3.915489;498
60.501325;3.998214;35
60.618347;3.805656;404
60.618556;3.805828;105
60.699189;3.934614;127
60.555467;3.677511;141
60.555933;3.677519;466
60.555933;3.677519;493
60.425431;3.024508;7954
60.425431;3.024508;8008
60.405039;3.039931;8213
60.405039;3.039931;8174
60.445169;3.053811;8644
60.445169;3.053811;8616
60.086225;3.001114;7504
60.774819;4.333433;5839
60.722194;4.076861;2918
60.510378;4.155008;8874
61.99185;1.545136;7391
61.752106;1.611278;7630
61.746139;1.582611;103
61.663094;1.6215;405
61.537453;1.865986;406
61.537742;1.9425;2873
61.59405;1.952706;6835
61.649508;1.733753;6822
61.252025;1.840428;407
61.298264;1.894836;408
61.298647;1.894428;125
61.329603;1.911956;409
61.346631;1.947694;410
61.420222;1.811969;411
61.336714;1.98685;412
61.438178;1.918019;413
61.286164;1.907236;414
61.466725;1.774897;415
61.490592;1.879447;416
61.320011;1.99345;1069
61.451236;1.9675;1028
61.433406;1.901244;1226
61.406853;1.954378;1810
61.391336;1.950536;1801
61.455161;1.846053;2114
61.261328;1.935481;2454
61.261328;1.935481;2455
61.475989;1.997389;2872
61.475989;1.997389;2830
61.396739;1.740903;4143
61.396739;1.740903;6109
61.396739;1.740903;6142
61.396739;1.740903;5791
61.385769;1.959519;8248
61.204083;1.824583;417
61.225328;1.857214;418
61.238789;1.8905;841
61.238667;1.890972;126
61.184869;1.864831;115
61.076781;1.954933;119
61.126589;1.909028;1358
61.077344;1.965617;4532
61.077344;1.965617;4493
61.029692;1.933533;6729
61.118842;1.941297;7486
61.774461;2.551722;420
61.771342;2.553161;215
61.771342;2.553161;497
61.789142;2.501278;421
61.755586;2.660456;467
61.759444;2.585981;8335
61.812914;2.779767;5921
61.812914;2.779767;5811
61.812517;2.821203;6249
61.795136;2.717883;6745
61.795136;2.717883;6588
61.802061;2.868325;7606
61.802061;2.868325;7605
61.775308;2.761431;7646
61.547008;2.273239;422
61.508592;2.0714;228
61.609153;2.126228;423
61.505792;2.235983;41
61.685969;2.297778;37
61.570581;2.222219;875
61.519397;2.254292;943
61.58445;2.169369;1908
61.512431;2.1717;2931
61.625925;2.075131;3143
61.625925;2.075131;4051
61.644722;2.098261;6227
61.552222;2.293806;6316
61.552222;2.293806;6283
61.645267;2.100056;6442
61.680847;2.122061;7660
61.743108;2.598714;6352
