coor_ns;coor_ew;npd_id
61.743108;2.598714;6307
61.725325;2.654878;8448
61.582317;2.685472;4561
61.590131;2.753911;7059
61.590131;2.753911;6971
61.574875;2.730192;7587
61.574875;2.730192;7468
61.646292;2.824769;7853
61.472722;2.223764;111
61.299211;2.161361;233
61.431689;2.128858;442
61.484567;2.133406;455
61.365264;2.023242;458
61.453014;2.138128;465
61.448481;2.098803;525
61.373869;2.142603;878
61.486664;2.195444;889
61.4174;2.126731;947
61.271444;2.113083;1176
61.271628;2.113128;1187
61.405342;2.053469;1233
61.258956;2.116125;1278
61.410719;2.214783;1544
61.386961;2.116422;1550
61.386961;2.116422;1677
61.386961;2.116422;2389
61.347414;2.095086;1713
61.347414;2.095086;1536
61.319653;2.111183;1819
61.394156;2.092072;1838
61.394156;2.092072;2401
61.444347;2.03055;1967
61.293567;2.072539;2026
61.293567;2.072539;2068
61.278436;2.171867;2167
61.340247;2.075428;2326
61.340247;2.075428;2296
61.309144;2.030986;2460
61.252567;2.144761;2863
61.274828;2.119836;3329
61.274828;2.119836;3168
61.274828;2.119836;3315
61.492247;2.005833;3214
61.468764;2.018225;3282
61.364358;2.039825;3313
61.364358;2.039825;3702
61.261742;2.170417;3757
61.261742;2.170417;3886
61.310467;2.066614;4214
61.310467;2.066614;4301
61.447294;2.054497;4423
61.317361;2.096222;5917
61.389583;2.142306;5973
61.389583;2.142306;6080
61.301031;2.205244;6881
61.362783;2.305789;7524
61.364861;2.432658;854
61.369586;2.526692;915
61.407789;2.54585;940
61.407789;2.54585;1338
61.324883;2.421853;1909
61.324883;2.421853;4709
61.324883;2.421853;1683
61.324983;2.349428;1719
61.442044;2.475931;1842
61.319186;2.558931;1941
61.319186;2.558931;2057
61.379497;2.478836;1969
61.379497;2.478836;2080
61.314036;2.388303;2029
61.354806;2.455417;2179
61.363039;2.460428;2180
61.268028;2.342208;4424
61.404389;2.581111;6024
61.404389;2.581111;6025
61.310528;2.342472;5954
61.310528;2.342472;5997
61.310528;2.342472;6021
61.310528;2.342472;6036
61.310528;2.342472;5943
61.435028;2.589122;7072
61.363583;2.604328;7800
61.434978;2.589083;7310
61.370372;2.45955;8607
61.435233;2.590103;8396
61.179678;2.212131;424
61.1022;2.227767;425
61.213744;2.198619;426
61.213744;2.198619;1186
61.204347;2.232211;427
61.190375;2.173164;428
61.243636;2.2288;429
61.203733;2.2746;222
61.203733;2.2746;496
61.166536;2.200956;230
61.215372;2.250147;140
61.215372;2.250147;495
61.174431;2.245311;430
61.174431;2.245311;859
61.222456;2.292472;211
61.157414;2.106033;204
61.200536;2.300833;431
61.233472;2.255242;95
61.175017;2.245714;67
61.093228;2.179628;59
61.093228;2.179628;494
61.066369;2.014106;5
61.239578;2.055231;23
61.18635;2.258486;33
61.022331;2.296039;212
61.125844;2.148481;221
61.175972;2.187589;446
61.018431;2.317103;476
61.175736;2.191139;483
61.203222;2.203547;523
61.216639;2.273269;858
61.175311;2.189989;867
61.175311;2.189989;888
61.108886;2.256589;872
61.17585;2.191322;453
61.108631;2.256644;877
61.175667;2.187628;887
61.075936;2.212108;1051
61.075936;2.212108;1128
61.126233;2.215861;1302
61.126233;2.215861;1365
61.126233;2.215861;1407
61.126233;2.215861;1384
61.126233;2.215861;1530
61.217831;2.134636;1747
61.217831;2.134636;4426
61.071158;2.321325;1874
61.113469;2.176431;1940
61.13605;2.015503;2431
61.13605;2.015503;2530
61.13605;2.015503;4432
61.073131;2.026994;2517
61.212442;2.025586;2574
61.203033;2.20135;2634
61.231761;2.095083;3085
61.007497;2.284294;3816
61.10855;2.049933;4247
61.064069;2.003031;4422
61.202758;2.201647;4501
61.202758;2.201647;4824
61.202758;2.201647;4450
61.176106;2.189147;4500
61.176106;2.189147;4527
61.176106;2.189147;4489
61.18125;2.053083;4640
61.18125;2.053083;4609
61.214939;2.274386;5046
61.214939;2.274386;4902
61.129183;2.090592;5282
61.129183;2.090592;5328
61.129183;2.090592;5140
61.070764;2.192083;6657
61.070764;2.192083;6658
61.071139;2.192036;6147
61.067975;2.116761;6495
61.067975;2.116761;6212
61.12575;2.309861;7254
61.12575;2.309861;7253
61.215194;2.274133;8102
61.079017;2.506317;2377
61.2259;2.382447;2733
61.095903;2.518475;2866
61.057278;2.379583;3314
61.080281;2.499722;5248
61.040756;2.3388;8059
61.222189;2.998783;5684
61.835864;3.073392;4541
61.865606;3.055936;6427
61.890744;3.342878;5135
61.890744;3.342878;5376
61.876722;3.414167;6084
61.817194;3.586139;6921
61.844969;3.728156;432
61.851661;3.774506;136
61.865167;3.873833;491
61.86515;3.874164;219
61.796308;3.912225;433
61.893572;3.987719;4492
61.835344;3.825508;6154
61.533486;3.302294;2993
61.600706;3.205336;8633
61.534144;3.911339;6000
61.533606;3.911311;6063
61.360794;3.219925;6599
61.357325;3.362247;205
61.27095;3.366158;434
61.351486;3.534064;1288
61.359153;3.505669;3791
61.377917;3.653672;4761
61.328236;3.338072;7941
61.328236;3.338072;7916
61.385542;3.984367;1375
61.385542;3.984367;1441
61.335728;3.937983;1600
61.481044;3.975047;3206
61.325694;3.965342;3524
61.325694;3.965342;5228
61.324694;3.812553;6293
61.371192;3.69265;6429
61.268564;3.673133;6776
61.285269;3.675594;7120
61.403533;3.933467;7257
61.25195;3.684472;7321
61.25195;3.684472;7259
61.357111;3.679042;7469
61.357111;3.679042;7347
61.257872;3.746281;7552
61.422317;3.827706;8288
61.422186;3.828314;8358
61.422186;3.828314;8397
61.117236;3.226353;1822
61.039631;3.041833;2783
61.046656;3.127839;3719
61.148756;3.284753;8500
61.148756;3.284753;8501
61.148756;3.284753;8499
61.183131;3.662486;128
61.174006;3.458711;893
61.086733;3.338464;1356
61.033314;3.548217;1523
61.033314;3.548217;1883
61.079328;3.398192;1780
61.196061;3.465406;1879
61.033261;3.590619;1979
61.090425;3.537458;2772
61.065064;3.501931;3009
61.019594;3.523969;3042
61.019594;3.523969;3151
61.108728;3.563633;3356
61.128758;3.381572;4054
61.16225;3.539278;5063
61.150669;3.547711;5365
61.113967;3.522206;5517
61.137325;3.509964;7303
61.058672;3.532467;7408
61.156781;3.343914;7771
61.156781;3.343914;7813
61.222625;3.441078;7960
61.222303;3.440436;8013
61.222303;3.440436;8036
61.222303;3.440436;7978
61.157819;3.649033;8549
61.157819;3.649033;8533
61.083964;3.349144;8627
61.184461;3.962614;1881
61.166589;3.670375;6095
61.088886;3.748992;6516
61.185211;3.6915;6617
61.185211;3.6915;6589
61.217128;3.827561;7683
61.229183;3.757056;8488
61.229183;3.757056;8431
61.150181;3.668253;8454
61.944544;4.262183;435
61.883403;4.014497;436
61.803928;4.114836;8631
61.732389;4.033692;2847
61.353747;4.015894;1794
61.306528;4.329722;2990
61.425867;4.049892;4427
61.416589;4.068906;7988
62.031314;1.513992;1134
62.018783;1.421328;1549
62.045822;1.503631;6821
62.045822;1.503631;7110
62.055694;4.260167;2666
62.044789;4.117942;2952
62.044789;4.117942;3280
62.044789;4.117942;3258
62.188044;4.399403;2205
62.197353;4.443797;3249
62.952394;5.943919;1479
62.952394;5.943919;1510
63.527342;2.764322;5086
63.801639;4.871781;8497
63.783256;5.272103;3555
63.5716;5.298869;4441
63.637472;5.298367;6441
63.540972;5.337472;3144
63.5816;5.418717;6118
63.363222;5.262147;3535
63.476344;5.404053;4109
63.328347;5.360192;7579
63.299989;5.987397;4297
63.447739;5.914825;6502
63.023814;5.789983;1808
63.019831;5.668456;2207
63.699006;6.559803;3060
63.731192;6.574239;7726
63.500403;6.820672;2384
63.684711;6.671172;6143
63.157311;6.328181;1551
63.921069;7.302792;8523
64.608461;3.719328;5296
64.060894;3.003022;4602
64.169975;4.360181;4465
64.287894;5.132944;4749
64.013639;5.279389;5565
64.195044;5.870194;7551
64.907886;6.294931;4262
64.925619;6.132142;4762
64.907214;6.140372;4986
64.907214;6.140372;5056
64.907214;6.140372;5060
64.909469;6.1419;5183
64.870886;6.605931;2444
64.870886;6.605931;2642
64.829542;6.570953;2644
64.829542;6.570953;4078
64.978;6.410475;2849
64.799539;6.541461;3012
64.799539;6.541461;3627
64.931619;6.449625;3125
64.931619;6.449625;3213
64.758706;6.381858;3407
64.758706;6.381858;4094
64.758706;6.381858;4108
64.839692;6.341994;3878
64.753853;6.501772;7618
64.805061;6.447522;8562
64.758269;6.822714;108
64.862994;6.831075;863
64.996994;6.891011;949
64.883364;6.846819;1173
64.972242;6.976014;1227
64.795433;6.965325;4589
64.770772;6.708042;5375
64.935919;6.942617;6350
64.621283;6.600869;4451
64.730064;6.704081;486
64.516808;6.885703;5359
64.573469;6.974314;7156
64.642119;6.767422;7619
64.641861;6.767211;7658
64.596467;6.854242;8544
64.596558;6.854;8623
64.596558;6.854;8550
64.365281;6.446711;1136
64.480542;6.338228;5435
64.446347;6.815342;4927
64.446347;6.815342;5099
64.476342;6.802628;5454
64.421108;6.978553;7141
64.046083;6.603933;1539
64.069761;6.732475;1711
64.103633;6.861961;2640
64.0312;6.754883;7432
64.0312;6.754883;7464
64.0312;6.754883;7322
64.018744;6.775358;7774
64.018744;6.775358;7721
64.797683;7.039339;66
64.797392;7.039933;61
64.873744;7.048186;29
64.862792;7.022569;2796
64.988922;7.004767;6774
64.940461;7.143556;7086
64.962411;7.235078;7412
64.962411;7.235078;7436
64.968047;7.474478;76
64.994344;7.531411;16
64.933719;7.664733;935
64.963167;7.447556;6106
64.848803;7.634917;6151
64.771444;7.605278;6351
64.775692;7.703953;6582
64.75715;7.826533;8816
64.595933;7.145047;490
64.593531;7.176525;6557
64.606222;7.474039;1174
64.580214;7.619981;6648
64.641561;7.875425;444
64.708211;7.675719;522
64.708211;7.675719;912
64.708211;7.675719;928
64.708825;7.6694;1024
64.626881;7.680833;1604
64.642997;7.667742;3921
64.591339;7.742231;5636
64.564722;7.674083;6100
64.275414;7.205867;474
64.257331;7.178514;1017
64.257331;7.178514;1513
64.278983;7.150036;1229
64.278983;7.150036;4638
64.262064;7.223844;1360
64.262064;7.223844;4639
64.306761;7.180717;1699
64.294628;7.104531;4172
64.294472;7.119583;5550
64.430361;7.127361;5844
64.430361;7.127361;5953
64.391433;7.357261;1859
64.283508;7.523689;2434
64.300556;7.628222;3092
64.446611;7.648389;5814
64.446611;7.648389;5813
64.349056;7.562306;6153
64.349056;7.562306;6110
64.353528;7.462356;7265
64.353528;7.462356;7266
64.384519;7.561928;7684
64.384519;7.561928;7707
64.365594;7.789128;133
64.400364;7.803128;449
64.330261;7.775253;469
64.370556;7.722733;480
64.278431;7.737406;492
64.332797;7.739917;871
64.332797;7.739917;2147
64.496681;7.862472;1057
64.385469;7.960408;1974
64.403667;7.693639;1990
64.375556;7.769181;4710
64.227961;7.191614;1054
64.228983;7.281672;1497
64.103239;7.303175;1927
64.13105;7.024533;7699
64.211569;7.276192;7763
64.206333;7.492569;8565
64.239844;7.702217;3781
64.161233;7.807742;6191
64.238258;7.815094;6370
64.666728;8.257514;1246
65.694017;4.378867;5518
65.133247;5.174831;3259
65.805764;6.7424;4344
65.531911;6.963139;4122
65.638269;6.865694;6960
65.499253;6.936939;5980
65.264178;6.734544;6332
65.251397;6.904336;7207
65.260586;6.709894;8411
65.260586;6.709894;8355
65.184581;6.664967;1216
65.057033;6.622886;1754
65.2329;6.374136;1973
65.029492;6.601317;2736
65.088194;6.662222;2794
65.023956;6.419642;3306
65.168525;6.470267;3322
65.120444;6.447028;5295
65.171817;6.622572;6852
65.168772;6.728908;1004
65.024958;6.891503;462
65.025303;6.890931;468
65.213047;6.725103;475
65.041278;6.972758;852
65.166;6.778664;1342
65.167883;6.910797;300
65.016478;6.949653;1068
65.11445;6.754361;2128
65.135506;6.818464;2445
65.135506;6.818464;2610
65.085333;6.681875;2795
65.085333;6.681875;2977
65.216997;6.908269;6208
65.216997;6.908269;6144
65.938617;7.260842;4955
65.900689;7.437897;911
65.917136;7.515156;1840
65.866639;7.666356;2299
65.94095;7.593939;5685
65.845608;7.378808;8775
65.974958;7.825422;1533
65.757025;7.921886;2954
65.801036;7.724636;3668
65.801036;7.724636;3718
65.801036;7.724636;3773
65.987944;7.846;4905
65.968472;7.809833;5307
65.796492;7.92125;6073
65.823417;7.718917;6123
65.991194;7.991;6258
65.945661;7.692475;6951
65.928744;7.90005;7212
65.967764;7.933758;8097
65.967764;7.933758;8136
65.990678;7.745283;8720
65.990678;7.745283;8721
65.743364;7.651278;3683
65.716417;7.638564;3756
65.589125;7.410258;4059
65.695772;7.57045;4209
65.695772;7.57045;4306
65.702225;7.595933;4428
65.738711;7.6557;6321
65.699572;7.539775;8379
65.659964;7.647519;8866
65.610442;7.728622;910
65.740672;7.685153;1520
65.649556;7.927111;5922
65.635056;7.725778;6753
65.635056;7.725778;6725
65.454647;7.214658;138
65.336769;7.309589;464
65.317031;7.295775;482
65.319878;7.262497;853
65.358408;7.293078;879
65.358408;7.293078;860
65.358342;7.319542;922
65.297847;7.314069;1056
65.297967;7.313853;1071
65.325431;7.317764;1078
65.390786;7.332311;2182
65.301333;7.128408;3131
65.446156;7.30495;3812
65.401258;7.330333;4213
65.401258;7.330333;4275
65.426622;7.174458;6367
65.425503;7.098919;6730
65.309731;7.348;933
65.338364;7.437511;1076
65.459614;7.641469;1309
65.388106;7.399903;1340
65.343542;7.634639;1749
65.409989;7.481317;2183
65.295139;7.361556;4854
65.28125;7.42435;6538
65.400289;7.439364;8218
65.219653;7.233464;81
65.213456;7.282972;7300
65.078875;7.489808;68
65.18325;7.611067;51
65.033278;7.511761;470
65.136189;7.434292;1055
65.005158;7.557008;3193
65.019172;7.414492;4321
65.181828;7.364667;5430
65.111594;7.509225;5562
65.152167;7.419611;5766
65.091536;7.596286;6122
65.23775;7.510944;7697
65.117117;7.711836;202
65.196917;7.859836;437
65.05995;7.818444;485
65.965842;8.054175;3849
65.965842;8.054175;3284
65.930633;8.031328;6551
65.973814;8.163628;8772
65.714228;8.476492;1044
65.787667;10.430925;3166
65.787667;10.430925;3263
66.575892;3.546125;6348
66.147875;3.941575;5985
66.783831;4.559681;6568
66.593731;4.549042;8318
66.183361;4.195219;6356
66.806583;5.175722;5979
66.364425;5.577564;4984
66.312111;5.528806;5812
66.822272;7.370972;5471
66.636019;7.539272;1064
66.684272;7.356256;1789
66.215042;7.740756;925
66.021664;7.863972;6642
66.160342;7.942781;7039
66.968619;8.393781;7192
66.500747;8.938686;8777
66.309081;8.516344;2974
66.297939;8.376947;2989
66.115811;8.166867;1391
66.013708;8.074022;1782
66.035183;8.082769;1732
66.035183;8.082769;2645
66.04035;8.161594;2256
66.173803;8.250844;2578
66.065542;8.257242;3260
66.065542;8.257242;4217
66.065542;8.257242;4386
66.078194;8.245356;4273
66.078194;8.245356;4274
66.059464;8.178589;4439
66.059464;8.178589;4530
66.062264;8.222103;4668
66.071639;8.169833;4699
66.013522;8.054092;5386
66.229358;8.312694;5949
66.229358;8.312694;6029
66.007075;8.302839;6235
66.149572;8.246044;6306
66.089106;8.278189;7245
66.143914;8.066864;7404
66.071164;8.060008;8065
66.102644;8.073108;8506
66.102644;8.073108;8507
66.102644;8.073108;8508
66.017783;8.394075;936
66.124811;8.349275;4189
66.109447;8.496908;4630
66.198953;8.430014;4939
66.185992;8.480664;5316
66.114056;8.383361;5868
66.2337;8.51315;6701
66.127739;8.336769;7194
66.048353;8.376156;8802
66.628536;9.414492;445
66.699908;9.933675;5626
66.415692;9.020808;19
66.245075;9.249861;24
66.041389;9.051667;6188
66.137194;9.563303;15
66.813536;10.507417;2874
66.924917;10.901744;1864
66.924917;10.901744;2193
66.924917;10.901744;2932
66.29245;10.281367;12
66.463781;10.1697;26
66.23595;10.046358;7091
67.123611;4.712417;3759
67.251428;5.174756;8133
67.016222;5.296611;6044
67.559664;6.688439;4705
67.622389;6.765992;8580
67.073547;6.46325;3202
67.065825;6.549278;7709
67.045361;6.877111;5867
67.085733;6.866847;7651
67.068292;6.731747;7666
67.068847;7.010142;3075
67.046889;7.060639;5931
67.046889;7.060639;5918
67.192106;7.326128;7550
67.637617;10.750922;3307
67.097703;10.146328;3941
70.846925;16.559231;7232
70.918083;19.0729;4145
71.380847;17.934933;49
71.429097;17.892347;13
71.395111;19.255119;21
71.414775;19.828683;132
71.102222;19.794525;121
71.014392;19.972447;114
71.238939;19.743867;17
71.028586;19.822378;6468
71.916897;20.301981;484
71.916897;20.301981;874
71.916897;20.301981;897
71.7914;20.278606;1366
71.902881;20.269681;7210
71.93875;20.169142;7429
71.937778;20.249494;8070
71.982761;20.476414;473
71.839997;20.600997;1690
71.789158;20.362286;6592
71.581072;20.436739;471
71.619933;20.933256;456
71.600167;20.82825;3558
71.684008;20.721381;6772
71.310081;20.189503;85
71.319858;20.328975;18
71.462031;20.179567;104
71.409564;20.435056;120
71.3377;20.466003;50
71.463547;20.602631;9
71.476878;20.445617;5572
71.490714;20.947075;82
71.494669;20.701494;107
71.051736;20.274944;274
71.093;20.241197;1561
71.113531;20.755592;123
71.125083;20.805278;122
71.195364;20.778806;8
71.050314;20.708933;99
71.199422;20.915269;6478
71.940483;21.076811;521
71.940483;21.076811;896
71.794;21.125147;8608
71.599911;21.156331;135
71.657247;21.062767;461
71.598578;21.40605;479
71.672442;21.656783;907
71.515425;21.661836;4244
71.472439;21.08755;130
71.443864;21.05595;881
71.428856;21.640711;8159
71.253872;21.711597;6728
71.961189;22.644472;2018
71.747353;22.085108;1869
71.6387;22.811889;1140
71.587111;22.855983;5327
71.286369;22.318617;4173
71.291239;22.282561;4391
71.254869;22.267944;5214
71.253631;22.318169;5406
71.273528;22.277897;5439
71.273528;22.277897;5465
71.269844;22.322261;7051
71.292647;22.254017;8614
71.171497;22.207936;8257
71.613694;23.063528;5808
71.613694;23.063528;5786
71.760008;24.780553;1066
71.587817;24.0991;6678
71.890072;25.187628;1350
71.550222;25.239533;5450
71.546139;25.004472;5944
71.515667;25.215722;7543
71.540925;28.081689;2049
71.518053;28.817614;1836
71.532978;30.168828;7788
71.694717;31.011378;5093
71.865519;32.432339;8629
71.841214;32.388311;8638
72.015756;16.606111;4129
72.333528;18.47735;7413
72.091417;18.432944;7114
72.374533;19.394511;2031
72.321542;19.589244;7225
72.400217;19.953244;1138
72.328817;19.911097;8193
72.212281;19.777311;8024
72.212281;19.777311;8105
72.08685;19.986114;8312
72.08685;19.986114;8216
72.200986;19.717333;8307
72.812181;20.557492;7558
72.588797;20.234992;7307
72.516853;20.341431;6775
72.561192;20.398567;7166
72.598164;20.383233;8539
72.553489;20.990794;5039
72.570306;20.972128;7748
72.570306;20.972128;8026
72.728092;20.848511;8203
72.460425;20.152386;6756
72.448639;20.307194;7252
72.402425;20.134081;7414
72.491367;20.333958;6484
72.015928;20.056947;7015
72.05745;20.546019;7503
72.010431;20.435836;7638
72.010431;20.435836;7693
72.020172;20.528119;7714
72.020172;20.528119;7786
72.020172;20.528119;7959
72.041078;20.552214;8126
72.041078;20.552214;8226
72.022522;20.489208;8381
72.138522;21.930644;8441
72.946094;22.323939;7987
72.623614;22.930944;5755
72.072306;22.474;5916
72.106436;22.613261;7317
72.53505;23.335483;5960
72.53505;23.335483;6011
72.773869;24.398936;7870
72.624747;24.912058;5835
72.285094;24.300828;1245
72.916197;25.867408;6587
72.951436;25.97315;7149
72.892111;26.594306;5807
72.238378;26.479106;1177
72.163539;27.238375;7589
72.239494;27.370803;5287
72.239494;27.370803;5006
72.850256;28.315331;6820
72.852708;28.441558;1460
72.258028;28.149917;4257
72.258028;28.149917;4261
72.258028;28.149917;3015
72.396767;28.719075;1486
72.2159;29.641597;1643
73.519969;16.43325;1987
73.464017;17.802925;8240
73.129678;18.71785;8082
73.129494;18.717975;8106
73.042833;19.777583;7555
73.735489;21.139428;8552
73.432103;21.075486;1284
73.336664;21.415908;1070
73.268706;21.683522;1339
73.413431;22.039494;8498
73.863306;24.541639;7481
73.957608;24.684683;8568
73.651961;24.976436;8741
73.488258;24.280139;7222
73.490858;24.234044;7450
73.441897;24.261133;7875
73.451717;24.404283;7221
73.400014;24.444889;7681
73.434444;24.389353;8239
73.3248;24.840067;7527
73.163736;24.313228;1411
73.913528;25.116714;7501
73.649319;25.178261;8211
73.997183;35.837147;8735
74.071725;35.808628;8228
56.931961;2.671294;6612
56.931914;2.671297;6613
56.931964;2.671478;6614
56.982769;2.958703;4320
56.982786;2.958731;8286
56.982786;2.958731;8359
56.982803;2.958753;4396
56.982767;2.958744;8287
56.982781;2.958769;5485
56.982781;2.958769;5486
56.982756;2.958781;4325
56.642703;2.940064;526
56.642678;2.939972;527
56.642678;2.939925;528
56.642703;2.939958;903
56.642694;2.939911;529
56.642731;2.939992;530
56.642758;2.940022;531
56.642739;2.939931;532
56.642731;2.939883;533
56.642758;2.939917;534
56.642747;2.939869;535
56.492156;2.92435;1006
56.492156;2.92435;1077
56.492128;2.924133;1016
56.492083;2.924203;1021
56.4922;2.924281;1035
56.492119;2.924275;1059
56.492164;2.924206;1244
56.904875;3.085289;1385
56.904892;3.085258;1368
56.904892;3.085258;5503
56.904908;3.085228;54
56.904925;3.085197;1263
56.904858;3.085258;1252
56.904875;3.085228;1300
56.904875;3.085228;1685
56.904892;3.085197;1222
56.904892;3.085197;5144
56.904908;3.085167;1210
56.904908;3.085167;4620
56.904842;3.085167;1797
56.904842;3.085167;5635
56.904858;3.085197;1852
56.904875;3.085169;2214
56.904892;3.085136;2818
56.904825;3.0852;1674
56.904842;3.085167;2047
56.904842;3.085167;2784
56.904842;3.085167;4553
56.904842;3.085167;5535
56.904858;3.085139;1980
56.904875;3.085106;1863
56.904875;3.085106;2048
56.904875;3.085106;4961
56.904875;3.085106;6051
56.904808;3.085167;1675
56.904808;3.085167;4876
56.904825;3.085142;2140
56.904839;3.085106;1910
56.904839;3.085106;6496
56.904856;3.085078;2127
56.904792;3.085136;2722
56.904806;3.085111;1796
56.904825;3.085081;1676
56.904839;3.08505;2028
56.904839;3.08505;2073
56.904839;3.08505;2638
56.904775;3.085106;2756
56.904775;3.085106;6482
56.904792;3.085081;1851
56.904808;3.08505;1795
56.904808;3.08505;5689
56.904825;3.085008;2563
56.904825;3.085008;5884
56.904758;3.085078;3178
56.904775;3.085053;2166
56.904775;3.085053;2264
56.904792;3.085019;2089
56.904792;3.085019;5045
56.904808;3.084986;2353
56.904808;3.084986;5324
56.904808;3.084986;5832
56.904808;3.084986;6598
56.904808;3.084986;7076
56.520875;3.223067;555
56.520875;3.223067;1217
56.520861;3.223019;557
56.520861;3.223019;2423
56.52085;3.222978;559
56.520833;3.222942;561
56.520833;3.222942;1376
56.520822;3.222892;576
56.5209;3.22305;577
56.5209;3.22305;2306
56.520889;3.223;579
56.520875;3.222961;581
56.520861;3.222919;583
56.52085;3.222869;585
56.520922;3.223028;587
56.520922;3.223028;2122
56.520922;3.223028;2385
56.520911;3.222978;588
56.520911;3.222978;1049
56.520911;3.222978;1496
56.5209;3.222931;590
56.5209;3.222931;2053
56.520889;3.222889;592
56.520881;3.22285;595
56.520881;3.22285;1079
56.520881;3.22285;2412
56.520881;3.223031;1606
56.520867;3.222992;1605
56.520853;3.222944;1567
56.520839;3.2229;1568
56.520903;3.223006;1526
56.520892;3.222964;1565
56.520892;3.222964;2176
56.520881;3.222919;1566
56.520867;3.222875;1569
56.535736;3.198492;6934
56.545033;3.248747;6935
56.513306;3.210967;6936
56.574233;3.203283;6937
56.565239;3.203961;599
56.565239;3.203961;2152
56.565231;3.203911;600
56.565231;3.203911;1293
56.565231;3.203911;4617
56.565231;3.203911;6470
56.565219;3.203861;601
56.565219;3.203861;1344
56.565219;3.203861;4880
56.565211;3.203825;1409
56.565211;3.203825;5180
56.565189;3.203769;602
56.565189;3.203769;1769
56.565181;3.203731;603
56.565181;3.203731;1372
56.565183;3.203686;606
56.565183;3.203686;7145
56.565169;3.203639;608
56.565169;3.203639;5513
56.565269;3.203944;611
56.565269;3.203944;613
56.565269;3.203944;4549
56.565269;3.203944;6752
56.56525;3.2039;615
56.56525;3.2039;1025
56.56525;3.2039;4533
56.56525;3.203853;4522
56.565239;3.203806;616
56.565239;3.203806;4980
56.565239;3.203806;5109
56.565219;3.20375;1848
56.565219;3.20375;5145
56.565219;3.20375;5146
56.565211;3.203719;617
56.5652;3.203669;618
56.5652;3.203669;1445
56.565197;3.203622;620
56.565197;3.203622;1624
56.565197;3.203622;1519
56.565197;3.203622;1745
56.565197;3.203622;4192
56.565289;3.203911;622
56.565289;3.203911;1617
56.565289;3.203911;4406
56.565289;3.203911;4656
56.565283;3.203881;624
56.565283;3.203881;1625
56.565283;3.203881;2414
56.565283;3.203881;4850
56.565283;3.203881;6618
56.565272;3.203833;625
56.565272;3.203833;1626
56.565272;3.203833;4918
56.565272;3.203833;6832
56.565264;3.203789;627
56.565264;3.203789;1129
56.565264;3.203789;4956
56.565253;3.203742;629
56.565253;3.203742;2213
56.565253;3.203742;5097
56.565239;3.203689;631
56.565239;3.203689;2318
56.565231;3.20365;633
56.565231;3.20365;1463
56.565219;3.2036;639
56.565219;3.2036;2279
56.548011;3.215431;647
56.548011;3.215431;1543
56.548019;3.215469;648
56.548031;3.215511;649
56.548039;3.215561;1249
56.54805;3.215611;650
56.547989;3.21545;651
56.547989;3.21545;1357
56.547989;3.21545;2425
56.548;3.215481;1265
56.548;3.215531;652
56.548;3.215531;2308
56.548011;3.215581;653
56.548011;3.215581;2374
56.548019;3.215631;655
56.547961;3.215469;945
56.547961;3.215469;2343
56.547969;3.215511;659
56.547969;3.215511;2274
56.547989;3.21555;661
56.547989;3.21555;2204
56.548;3.2156;663
56.548;3.2156;1958
56.548;3.215639;665
56.548;3.215639;1314
56.548;3.21545;1509
56.548011;3.2155;1572
56.548019;3.21555;1573
56.548031;3.2156;1378
56.547981;3.215481;1570
56.547989;3.215511;1571
56.548;3.215561;1574
56.548011;3.215611;1575
56.563067;3.085814;679
56.563067;3.085814;2027
56.563044;3.085725;900
56.563033;3.085681;681
56.563022;3.085631;683
56.563089;3.085803;685
56.563078;3.085753;688
56.563078;3.085753;1918
56.563067;3.085706;690
56.563067;3.085706;1221
56.563056;3.085658;692
56.563042;3.085614;693
56.563111;3.085781;696
56.563111;3.085781;1047
56.563103;3.085733;697
56.563092;3.085686;700
56.563092;3.085686;1983
56.563078;3.085642;702
56.563067;3.085597;1289
56.563067;3.085597;2126
56.642028;3.327117;716
56.642019;3.327072;718
56.642019;3.327072;1254
56.642011;3.327022;720
56.642006;3.326981;6530
56.641992;3.326928;723
56.641986;3.326883;1786
56.641986;3.326883;1799
56.642056;3.3271;729
56.642044;3.327053;730
56.642036;3.327006;733
56.642025;3.326961;734
56.642019;3.326914;1432
56.642011;3.326864;736
56.642081;3.327083;737
56.642072;3.327036;738
56.642072;3.327036;1393
56.642061;3.326992;740
56.642053;3.326942;742
56.642044;3.326894;744
56.642039;3.326856;5297
56.642039;3.326856;5298
56.620533;3.053625;753
56.620536;3.053947;760
56.620336;3.053908;761
56.620372;3.053989;764
56.620364;3.053942;765
56.620336;3.05385;766
56.620533;3.053694;769
56.620372;3.053928;771
56.620364;3.053836;773
56.620392;3.053869;775
56.620372;3.053822;777
56.620417;3.0539;779
56.6204;3.053808;780
56.565572;3.206519;1295
56.565572;3.206519;6981
56.565561;3.206469;864
56.56555;3.206419;865
56.565544;3.206383;670
56.565544;3.206383;7279
56.565531;3.206336;1345
56.565531;3.206336;6769
56.565517;3.206289;2463
56.565517;3.206289;5449
56.565517;3.206289;5970
56.565514;3.206244;1353
56.565514;3.206244;7625
56.565506;3.2062;1482
56.565506;3.2062;2595
56.565506;3.2062;6609
56.565489;3.206139;1189
56.565489;3.206139;5482
56.565481;3.206111;1361
56.565481;3.206111;3398
56.565489;3.206108;8727
56.565489;3.206108;8728
56.565589;3.2065;1291
56.565589;3.2065;3365
56.565597;3.206503;8889
